ID,receipt_ID,article_ID,quantity,unitPrice,netAmount,grossAmount,discountPct,discountType
RC-WDF02-0017635-0028088,RC-WDF02-0017635,AR90002,1.0,0.08,0.06,0.07,14.96,Price changed
RC-WDF02-0017636-0028089,RC-WDF02-0017636,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017637-0028090,RC-WDF02-0017637,AR00321,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017638-0028091,RC-WDF02-0017638,AR00294,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017638-0028092,RC-WDF02-0017638,AR00020,1.0,3.9,3.64,3.9,0.0,No discount
RC-WDF02-0017639-0028093,RC-WDF02-0017639,AR00094,1.0,0.3,0.25,0.3,0.0,No discount
RC-WDF02-0017639-0028094,RC-WDF02-0017639,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017640-0028095,RC-WDF02-0017640,AR00404,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017641-0028096,RC-WDF02-0017641,AR00041,1.0,3.3,2.41,2.58,21.87,Price changed
RC-WDF02-0017642-0028097,RC-WDF02-0017642,AR90014,1.0,1.7,1.26,1.5,11.66,Price changed
RC-WDF02-0017642-0028098,RC-WDF02-0017642,AR00227,1.0,11.9,10.0,11.9,0.0,No discount
RC-WDF02-0017642-0028099,RC-WDF02-0017642,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017643-0028100,RC-WDF02-0017643,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017644-0028101,RC-WDF02-0017644,AR00405,1.0,1.2,1.01,1.2,0.0,No discount
RC-WDF02-0017645-0028102,RC-WDF02-0017645,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-WDF02-0017646-0028103,RC-WDF02-0017646,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017646-0028104,RC-WDF02-0017646,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017647-0028105,RC-WDF02-0017647,AR00188,1.0,1.8,1.68,1.8,0.0,No discount
RC-WDF02-0017648-0028106,RC-WDF02-0017648,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017649-0028107,RC-WDF02-0017649,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-WDF02-0017650-0028108,RC-WDF02-0017650,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017651-0028109,RC-WDF02-0017651,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017652-0028110,RC-WDF02-0017652,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017653-0028111,RC-WDF02-0017653,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017654-0028112,RC-WDF02-0017654,AR00084,1.0,2.0,1.87,2.0,0.0,No discount
RC-WDF02-0017654-0028113,RC-WDF02-0017654,AR00276,1.0,2.4,2.02,2.4,0.0,No discount
RC-WDF02-0017655-0028114,RC-WDF02-0017655,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017656-0028115,RC-WDF02-0017656,AR90012,1.0,1.7,1.34,1.6,6.03,Price changed
RC-WDF02-0017657-0028116,RC-WDF02-0017657,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017658-0028117,RC-WDF02-0017658,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017659-0028118,RC-WDF02-0017659,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017659-0028119,RC-WDF02-0017659,AR00039,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017659-0028120,RC-WDF02-0017659,AR00005,1.0,1.0,0.82,0.88,11.68,Price changed
RC-WDF02-0017660-0028121,RC-WDF02-0017660,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017660-0028122,RC-WDF02-0017660,AR00320,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017661-0028123,RC-WDF02-0017661,AR90038,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017662-0028124,RC-WDF02-0017662,AR00140,1.0,2.9,2.71,2.9,0.0,No discount
RC-WDF02-0017663-0028125,RC-WDF02-0017663,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017664-0028126,RC-WDF02-0017664,AR00223,1.0,0.7,0.6,0.65,7.01,Price changed
RC-WDF02-0017665-0028127,RC-WDF02-0017665,AR00432,1.0,3.5,3.27,3.5,0.0,No discount
RC-WDF02-0017666-0028128,RC-WDF02-0017666,AR90037,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017667-0028129,RC-WDF02-0017667,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017668-0028130,RC-WDF02-0017668,AR00400,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017669-0028131,RC-WDF02-0017669,AR00204,1.0,1.8,1.68,1.8,0.0,No discount
RC-WDF02-0017670-0028132,RC-WDF02-0017670,AR00320,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017671-0028133,RC-WDF02-0017671,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017671-0028134,RC-WDF02-0017671,AR90027,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017671-0028135,RC-WDF02-0017671,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017672-0028136,RC-WDF02-0017672,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017672-0028137,RC-WDF02-0017672,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017673-0028138,RC-WDF02-0017673,AR00241,1.0,2.5,2.2,2.35,5.91,Price changed
RC-WDF02-0017673-0028139,RC-WDF02-0017673,AR00005,1.0,1.0,0.51,0.54,45.8,General
RC-WDF02-0017674-0028140,RC-WDF02-0017674,AR00207,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017675-0028141,RC-WDF02-0017675,AR90013,1.0,1.7,1.35,1.61,5.39,Promotion
RC-WDF02-0017676-0028142,RC-WDF02-0017676,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017677-0028143,RC-WDF02-0017677,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017678-0028144,RC-WDF02-0017678,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017679-0028145,RC-WDF02-0017679,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017680-0028146,RC-WDF02-0017680,AR00292,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017681-0028147,RC-WDF02-0017681,AR90039,1.0,1.5,0.74,0.88,41.47,General
RC-WDF02-0017682-0028148,RC-WDF02-0017682,AR00060,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017683-0028149,RC-WDF02-0017683,AR90038,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017684-0028150,RC-WDF02-0017684,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017685-0028151,RC-WDF02-0017685,AR90034,1.0,1.7,1.11,1.32,22.6,Price changed
RC-WDF02-0017685-0028152,RC-WDF02-0017685,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017686-0028153,RC-WDF02-0017686,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017686-0028154,RC-WDF02-0017686,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017687-0028155,RC-WDF02-0017687,AR00275,1.0,2.4,2.02,2.4,0.0,No discount
RC-WDF02-0017688-0028156,RC-WDF02-0017688,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017689-0028157,RC-WDF02-0017689,AR00060,1.0,2.5,1.75,1.88,24.96,Price changed
RC-WDF02-0017690-0028158,RC-WDF02-0017690,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017691-0028159,RC-WDF02-0017691,AR90014,1.0,1.7,1.34,1.59,6.2,Price changed
RC-WDF02-0017692-0028160,RC-WDF02-0017692,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017693-0028161,RC-WDF02-0017693,AR00041,1.0,3.3,3.08,3.3,0.0,No discount
RC-WDF02-0017694-0028162,RC-WDF02-0017694,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-WDF02-0017695-0028163,RC-WDF02-0017695,AR00322,1.0,1.2,0.95,1.02,15.3,Price changed
RC-WDF02-0017696-0028164,RC-WDF02-0017696,AR00288,1.0,2.4,2.02,2.4,0.0,No discount
RC-WDF02-0017697-0028165,RC-WDF02-0017697,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017698-0028166,RC-WDF02-0017698,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017699-0028167,RC-WDF02-0017699,AR90054,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017699-0028168,RC-WDF02-0017699,AR90011,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017700-0028169,RC-WDF02-0017700,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017700-0028170,RC-WDF02-0017700,AR90055,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017701-0028171,RC-WDF02-0017701,AR00111,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017702-0028172,RC-WDF02-0017702,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-WDF02-0017702-0028173,RC-WDF02-0017702,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017703-0028174,RC-WDF02-0017703,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017704-0028175,RC-WDF02-0017704,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017705-0028176,RC-WDF02-0017705,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017706-0028177,RC-WDF02-0017706,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017707-0028178,RC-WDF02-0017707,AR00322,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017708-0028179,RC-WDF02-0017708,AR00433,1.0,3.89,3.64,3.89,0.0,No discount
RC-WDF02-0017709-0028180,RC-WDF02-0017709,AR00294,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017709-0028181,RC-WDF02-0017709,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-WDF02-0017709-0028182,RC-WDF02-0017709,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017710-0028183,RC-WDF02-0017710,AR90010,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017711-0028184,RC-WDF02-0017711,AR00324,1.0,3.3,3.08,3.3,0.0,No discount
RC-WDF02-0017712-0028185,RC-WDF02-0017712,AR00209,1.0,0.5,0.35,0.38,24.81,Price changed
RC-WDF02-0017713-0028186,RC-WDF02-0017713,AR00240,1.0,1.9,1.78,1.9,0.0,No discount
RC-WDF02-0017714-0028187,RC-WDF02-0017714,AR00387,1.0,3.0,2.8,3.0,0.0,No discount
RC-WDF02-0017715-0028188,RC-WDF02-0017715,AR00084,1.0,2.0,1.87,2.0,0.0,No discount
RC-WDF02-0017716-0028189,RC-WDF02-0017716,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017717-0028190,RC-WDF02-0017717,AR90011,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017718-0028191,RC-WDF02-0017718,AR00065,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017718-0028192,RC-WDF02-0017718,AR90039,1.0,1.5,1.02,1.22,18.88,Price changed
RC-WDF02-0017718-0028193,RC-WDF02-0017718,AR90019,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017719-0028194,RC-WDF02-0017719,AR00101,1.0,1.9,1.78,1.9,0.0,No discount
RC-WDF02-0017719-0028195,RC-WDF02-0017719,AR00178,1.0,1.4,1.31,1.4,0.0,No discount
RC-WDF02-0017719-0028196,RC-WDF02-0017719,AR00115,1.0,3.5,3.27,3.5,0.0,No discount
RC-WDF02-0017720-0028197,RC-WDF02-0017720,AR90023,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017721-0028198,RC-WDF02-0017721,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017721-0028199,RC-WDF02-0017721,AR00214,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017722-0028200,RC-WDF02-0017722,AR00366,1.0,3.75,3.5,3.75,0.0,No discount
RC-WDF02-0017723-0028201,RC-WDF02-0017723,AR90004,1.0,0.25,0.16,0.19,22.23,Price changed
RC-WDF02-0017724-0028202,RC-WDF02-0017724,AR00320,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017725-0028203,RC-WDF02-0017725,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017726-0028204,RC-WDF02-0017726,AR00243,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017726-0028205,RC-WDF02-0017726,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017727-0028206,RC-WDF02-0017727,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017728-0028207,RC-WDF02-0017728,AR00002,1.0,0.5,0.47,0.5,0.0,No discount
RC-WDF02-0017729-0028208,RC-WDF02-0017729,AR00289,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017730-0028209,RC-WDF02-0017730,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017731-0028210,RC-WDF02-0017731,AR00331,1.0,19.5,18.22,19.5,0.0,No discount
RC-WDF02-0017732-0028211,RC-WDF02-0017732,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017733-0028212,RC-WDF02-0017733,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017734-0028213,RC-WDF02-0017734,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017735-0028214,RC-WDF02-0017735,AR00332,1.0,2.25,1.5,1.78,20.78,Price changed
RC-WDF02-0017736-0028215,RC-WDF02-0017736,AR00122,1.0,2.5,2.15,2.3,8.03,Price changed
RC-WDF02-0017737-0028216,RC-WDF02-0017737,AR00221,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017738-0028217,RC-WDF02-0017738,AR00146,1.0,3.95,2.79,3.32,15.92,Price changed
RC-WDF02-0017739-0028218,RC-WDF02-0017739,AR00190,1.0,1.5,1.4,1.5,0.0,No discount
RC-WDF02-0017740-0028219,RC-WDF02-0017740,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017740-0028220,RC-WDF02-0017740,AR00403,1.0,1.2,1.01,1.2,0.0,No discount
RC-WDF02-0017741-0028221,RC-WDF02-0017741,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017742-0028222,RC-WDF02-0017742,AR00321,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017743-0028223,RC-WDF02-0017743,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017744-0028224,RC-WDF02-0017744,AR90004,1.0,0.25,0.17,0.2,18.96,Price changed
RC-WDF02-0017745-0028225,RC-WDF02-0017745,AR90036,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017745-0028226,RC-WDF02-0017745,AR00213,1.0,1.2,1.03,1.1,8.04,Price changed
RC-WDF02-0017746-0028227,RC-WDF02-0017746,AR00138,1.0,2.0,1.87,2.0,0.0,No discount
RC-WDF02-0017747-0028228,RC-WDF02-0017747,AR00121,1.0,2.2,2.06,2.2,0.0,No discount
RC-WDF02-0017748-0028229,RC-WDF02-0017748,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017749-0028230,RC-WDF02-0017749,AR00289,1.0,2.2,1.58,1.88,14.68,Price changed
RC-WDF02-0017749-0028231,RC-WDF02-0017749,AR90036,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017750-0028232,RC-WDF02-0017750,AR90038,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017751-0028233,RC-WDF02-0017751,AR00396,1.0,2.2,2.06,2.2,0.0,No discount
RC-WDF02-0017752-0028234,RC-WDF02-0017752,AR00059,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017753-0028235,RC-WDF02-0017753,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017754-0028236,RC-WDF02-0017754,AR90004,1.0,0.25,0.19,0.23,8.01,Price changed
RC-WDF02-0017754-0028237,RC-WDF02-0017754,AR90040,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017754-0028238,RC-WDF02-0017754,AR90009,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017755-0028239,RC-WDF02-0017755,AR90055,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017756-0028240,RC-WDF02-0017756,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017757-0028241,RC-WDF02-0017757,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017758-0028242,RC-WDF02-0017758,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017758-0028243,RC-WDF02-0017758,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017759-0028244,RC-WDF02-0017759,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017760-0028245,RC-WDF02-0017760,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017761-0028246,RC-WDF02-0017761,AR00322,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017761-0028247,RC-WDF02-0017761,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017762-0028248,RC-WDF02-0017762,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017763-0028249,RC-WDF02-0017763,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017763-0028250,RC-WDF02-0017763,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017764-0028251,RC-WDF02-0017764,AR00294,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017765-0028252,RC-WDF02-0017765,AR00214,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017766-0028253,RC-WDF02-0017766,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017767-0028254,RC-WDF02-0017767,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017767-0028255,RC-WDF02-0017767,AR90018,1.0,1.95,1.42,1.69,13.37,Price changed
RC-WDF02-0017768-0028256,RC-WDF02-0017768,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017769-0028257,RC-WDF02-0017769,AR00377,1.0,4.25,3.97,4.25,0.0,No discount
RC-WDF02-0017770-0028258,RC-WDF02-0017770,AR90003,1.0,0.15,0.1,0.11,24.83,Price changed
RC-WDF02-0017771-0028259,RC-WDF02-0017771,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-WDF02-0017772-0028260,RC-WDF02-0017772,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017773-0028261,RC-WDF02-0017773,AR90040,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017774-0028262,RC-WDF02-0017774,AR00415,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017775-0028263,RC-WDF02-0017775,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017776-0028264,RC-WDF02-0017776,AR90003,1.0,0.15,0.1,0.12,23.1,Price changed
RC-WDF02-0017777-0028265,RC-WDF02-0017777,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017778-0028266,RC-WDF02-0017778,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017778-0028267,RC-WDF02-0017778,AR00003,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017779-0028268,RC-WDF02-0017779,AR00416,1.0,2.0,1.68,2.0,0.0,No discount
RC-WDF02-0017780-0028269,RC-WDF02-0017780,AR90021,1.0,4.9,4.58,4.9,0.0,No discount
RC-WDF02-0017780-0028270,RC-WDF02-0017780,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017781-0028271,RC-WDF02-0017781,AR90033,1.0,1.2,1.01,1.2,0.0,No discount
RC-WDF02-0017782-0028272,RC-WDF02-0017782,AR00188,1.0,1.8,1.68,1.8,0.0,No discount
RC-WDF02-0017783-0028273,RC-WDF02-0017783,AR90004,1.0,0.25,0.16,0.2,21.39,General
RC-WDF02-0017784-0028274,RC-WDF02-0017784,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017785-0028275,RC-WDF02-0017785,AR00405,1.0,1.2,1.01,1.2,0.0,No discount
RC-WDF02-0017786-0028276,RC-WDF02-0017786,AR00289,1.0,2.2,1.85,2.2,0.0,No discount
RC-WDF02-0017787-0028277,RC-WDF02-0017787,AR90036,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017788-0028278,RC-WDF02-0017788,AR90008,1.0,1.4,1.31,1.4,0.0,No discount
RC-WDF02-0017789-0028279,RC-WDF02-0017789,AR00333,1.0,2.25,1.89,2.25,0.0,No discount
RC-WDF02-0017789-0028280,RC-WDF02-0017789,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017789-0028281,RC-WDF02-0017789,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017790-0028282,RC-WDF02-0017790,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-WDF02-0017791-0028283,RC-WDF02-0017791,AR00157,1.0,3.8,3.16,3.38,11.0,Price changed
RC-WDF02-0017792-0028284,RC-WDF02-0017792,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017792-0028285,RC-WDF02-0017792,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017793-0028286,RC-WDF02-0017793,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017793-0028287,RC-WDF02-0017793,AR00276,1.0,2.4,2.02,2.4,0.0,No discount
RC-WDF02-0017794-0028288,RC-WDF02-0017794,AR90009,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017794-0028289,RC-WDF02-0017794,AR00178,1.0,1.4,1.31,1.4,0.0,No discount
RC-WDF02-0017795-0028290,RC-WDF02-0017795,AR00406,1.0,3.2,2.23,2.66,16.99,Price changed
RC-WDF02-0017795-0028291,RC-WDF02-0017795,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017796-0028292,RC-WDF02-0017796,AR00432,1.0,3.5,3.27,3.5,0.0,No discount
RC-WDF02-0017797-0028293,RC-WDF02-0017797,AR00058,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017798-0028294,RC-WDF02-0017798,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017798-0028295,RC-WDF02-0017798,AR00149,1.0,5.6,5.24,5.6,0.0,No discount
RC-WDF02-0017799-0028296,RC-WDF02-0017799,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017799-0028297,RC-WDF02-0017799,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-WDF02-0017800-0028298,RC-WDF02-0017800,AR90003,1.0,0.15,0.11,0.13,11.66,Price changed
RC-WDF02-0017800-0028299,RC-WDF02-0017800,AR90037,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017801-0028300,RC-WDF02-0017801,AR00054,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017801-0028301,RC-WDF02-0017801,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017801-0028302,RC-WDF02-0017801,AR00002,1.0,0.5,0.35,0.38,24.95,Price changed
RC-WDF02-0017802-0028303,RC-WDF02-0017802,AR00039,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017802-0028304,RC-WDF02-0017802,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-WDF02-0017803-0028305,RC-WDF02-0017803,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017804-0028306,RC-WDF02-0017804,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017804-0028307,RC-WDF02-0017804,AR00171,1.0,3.95,3.69,3.95,0.0,No discount
RC-WDF02-0017805-0028308,RC-WDF02-0017805,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-WDF02-0017806-0028309,RC-WDF02-0017806,AR90002,1.0,0.08,0.05,0.06,20.37,Price changed
RC-WDF02-0017807-0028310,RC-WDF02-0017807,AR00030,1.0,3.5,3.27,3.5,0.0,No discount
RC-WDF02-0017808-0028311,RC-WDF02-0017808,AR00221,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017809-0028312,RC-WDF02-0017809,AR00154,1.0,3.2,2.99,3.2,0.0,No discount
RC-WDF02-0017809-0028313,RC-WDF02-0017809,AR90035,1.0,1.7,1.43,1.7,0.0,No discount
RC-WDF02-0017810-0028314,RC-WDF02-0017810,AR00402,1.0,1.2,0.89,0.95,20.75,Price changed
RC-WDF02-0017811-0028315,RC-WDF02-0017811,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017812-0028316,RC-WDF02-0017812,AR00215,1.0,6.9,6.45,6.9,0.0,No discount
RC-WDF02-0017813-0028317,RC-WDF02-0017813,AR90009,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017814-0028318,RC-WDF02-0017814,AR90023,1.0,1.6,1.34,1.6,0.0,No discount
RC-WDF02-0017815-0028319,RC-WDF02-0017815,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-WDF02-0017816-0028320,RC-WDF02-0017816,AR00002,1.0,0.5,0.47,0.5,0.0,No discount
RC-WDF02-0017817-0028321,RC-WDF02-0017817,AR90004,1.0,0.25,0.19,0.22,10.17,Price changed
RC-WDF02-0017818-0028322,RC-WDF02-0017818,AR90033,1.0,1.2,1.01,1.2,0.0,No discount
RC-WDF02-0017819-0028323,RC-WDF02-0017819,AR90039,1.0,1.5,1.01,1.2,19.97,Price changed
RC-WDF02-0017820-0028324,RC-WDF02-0017820,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-WDF02-0017821-0028325,RC-WDF02-0017821,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-WDF02-0017822-0028326,RC-WDF02-0017822,AR00064,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017823-0028327,RC-WDF02-0017823,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-WDF02-0017824-0028328,RC-WDF02-0017824,AR00188,1.0,1.8,1.48,1.58,12.17,Price changed
RC-WDF02-0017825-0028329,RC-WDF02-0017825,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-WDF02-0017826-0028330,RC-WDF02-0017826,AR00068,1.0,2.5,2.34,2.5,0.0,No discount
RC-WDF02-0017827-0028331,RC-WDF02-0017827,AR90037,1.0,1.5,1.26,1.5,0.0,No discount
