ID,store_ID,article_ID,forecastFor,businessDate,hourOfDay,predictedQty,lowerBound,upperBound,actualQty,mape,wape,model,generatedAt
FC-MUC01-001507,MUC01,AR90014,2026-07-04T20:00:00Z,2026-07-04,20,0.016,0,0.208,,89.98,268.33,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001508,MUC01,AR90014,2026-07-04T21:00:00Z,2026-07-04,21,0.019,0,0.211,,89.98,268.33,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001509,MUC01,AR00136,2026-07-04T12:00:00Z,2026-07-04,12,0.023,0,0.059,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001510,MUC01,AR00136,2026-07-04T13:00:00Z,2026-07-04,13,0.066,0.03,0.103,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001511,MUC01,AR00136,2026-07-04T14:00:00Z,2026-07-04,14,0.036,0,0.072,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001512,MUC01,AR00136,2026-07-04T15:00:00Z,2026-07-04,15,0.055,0.018,0.091,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001513,MUC01,AR00136,2026-07-04T16:00:00Z,2026-07-04,16,0.049,0.013,0.086,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001514,MUC01,AR00136,2026-07-04T17:00:00Z,2026-07-04,17,0.038,0.001,0.074,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001515,MUC01,AR00136,2026-07-04T18:00:00Z,2026-07-04,18,0.028,0,0.065,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001516,MUC01,AR00136,2026-07-04T19:00:00Z,2026-07-04,19,0.018,0,0.055,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001517,MUC01,AR00136,2026-07-04T21:00:00Z,2026-07-04,21,0.015,0,0.051,,94.86,354.37,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001518,MUC01,AR00240,2026-07-04T13:00:00Z,2026-07-04,13,0.017,0.008,0.026,,98.38,155.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001519,MUC01,AR00240,2026-07-04T14:00:00Z,2026-07-04,14,0.016,0.007,0.025,,98.38,155.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001520,MUC01,AR00240,2026-07-04T15:00:00Z,2026-07-04,15,0.016,0.007,0.025,,98.38,155.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001521,MUC01,AR00240,2026-07-04T16:00:00Z,2026-07-04,16,0.019,0.01,0.027,,98.38,155.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001522,MUC01,AR00080,2026-07-04T12:00:00Z,2026-07-04,12,0.026,0.01,0.043,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001523,MUC01,AR00080,2026-07-04T13:00:00Z,2026-07-04,13,0.03,0.014,0.047,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001524,MUC01,AR00080,2026-07-04T14:00:00Z,2026-07-04,14,0.035,0.018,0.051,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001525,MUC01,AR00080,2026-07-04T15:00:00Z,2026-07-04,15,0.029,0.012,0.046,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001526,MUC01,AR00080,2026-07-04T16:00:00Z,2026-07-04,16,0.028,0.011,0.044,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001527,MUC01,AR00080,2026-07-04T17:00:00Z,2026-07-04,17,0.016,0,0.033,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001528,MUC01,AR00080,2026-07-04T18:00:00Z,2026-07-04,18,0.016,0,0.033,,95.92,145.75,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001529,MUC01,AR90036,2026-07-04T14:00:00Z,2026-07-04,14,0.019,0,0.224,,98.35,140.35,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001530,MUC01,AR90036,2026-07-04T15:00:00Z,2026-07-04,15,0.016,0,0.221,,98.35,140.35,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001531,MUC01,AR90036,2026-07-04T16:00:00Z,2026-07-04,16,0.016,0,0.221,,98.35,140.35,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001532,MUC01,AR00241,2026-07-04T12:00:00Z,2026-07-04,12,0.021,0.008,0.034,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001533,MUC01,AR00241,2026-07-04T13:00:00Z,2026-07-04,13,0.024,0.011,0.037,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001534,MUC01,AR00241,2026-07-04T14:00:00Z,2026-07-04,14,0.023,0.01,0.036,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001535,MUC01,AR00241,2026-07-04T15:00:00Z,2026-07-04,15,0.023,0.01,0.036,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001536,MUC01,AR00241,2026-07-04T16:00:00Z,2026-07-04,16,0.022,0.009,0.035,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001537,MUC01,AR00241,2026-07-04T17:00:00Z,2026-07-04,17,0.023,0.01,0.037,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001538,MUC01,AR00241,2026-07-04T18:00:00Z,2026-07-04,18,0.015,0.002,0.028,,96.88,227,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001539,MUC01,AR90019,2026-07-04T12:00:00Z,2026-07-04,12,0.034,0,0.248,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001540,MUC01,AR90019,2026-07-04T13:00:00Z,2026-07-04,13,0.06,0,0.275,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001541,MUC01,AR90019,2026-07-04T14:00:00Z,2026-07-04,14,0.064,0,0.279,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001542,MUC01,AR90019,2026-07-04T15:00:00Z,2026-07-04,15,0.054,0,0.269,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001543,MUC01,AR90019,2026-07-04T16:00:00Z,2026-07-04,16,0.07,0,0.284,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001544,MUC01,AR90019,2026-07-04T17:00:00Z,2026-07-04,17,0.033,0,0.247,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001545,MUC01,AR90019,2026-07-04T18:00:00Z,2026-07-04,18,0.04,0,0.254,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001546,MUC01,AR90019,2026-07-04T19:00:00Z,2026-07-04,19,0.019,0,0.234,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001547,MUC01,AR90019,2026-07-04T21:00:00Z,2026-07-04,21,0.019,0,0.233,,95.73,247.31,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001548,MUC01,AR00001,2026-07-04T12:00:00Z,2026-07-04,12,0.016,0,0.036,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001549,MUC01,AR00001,2026-07-04T13:00:00Z,2026-07-04,13,0.027,0.007,0.048,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001550,MUC01,AR00001,2026-07-04T14:00:00Z,2026-07-04,14,0.024,0.003,0.045,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001551,MUC01,AR00001,2026-07-04T15:00:00Z,2026-07-04,15,0.024,0.003,0.045,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001552,MUC01,AR00001,2026-07-04T16:00:00Z,2026-07-04,16,0.041,0.021,0.062,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001553,MUC01,AR00001,2026-07-04T17:00:00Z,2026-07-04,17,0.03,0.009,0.051,,95.6,246.16,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001554,MUC01,AR90009,2026-07-04T12:00:00Z,2026-07-04,12,0.046,0.011,0.081,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001555,MUC01,AR90009,2026-07-04T13:00:00Z,2026-07-04,13,0.057,0.023,0.092,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001556,MUC01,AR90009,2026-07-04T14:00:00Z,2026-07-04,14,0.066,0.032,0.101,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001557,MUC01,AR90009,2026-07-04T15:00:00Z,2026-07-04,15,0.075,0.041,0.11,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001558,MUC01,AR90009,2026-07-04T16:00:00Z,2026-07-04,16,0.073,0.038,0.107,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001559,MUC01,AR90009,2026-07-04T17:00:00Z,2026-07-04,17,0.045,0.011,0.08,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001560,MUC01,AR90009,2026-07-04T18:00:00Z,2026-07-04,18,0.044,0.01,0.079,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001561,MUC01,AR90009,2026-07-04T19:00:00Z,2026-07-04,19,0.028,0,0.063,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001562,MUC01,AR90009,2026-07-04T20:00:00Z,2026-07-04,20,0.017,0,0.052,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001563,MUC01,AR90009,2026-07-04T21:00:00Z,2026-07-04,21,0.019,0,0.054,,93.75,231.45,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001564,MUC01,AR00137,2026-07-04T12:00:00Z,2026-07-04,12,0.016,0.002,0.03,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001565,MUC01,AR00137,2026-07-04T13:00:00Z,2026-07-04,13,0.024,0.01,0.038,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001566,MUC01,AR00137,2026-07-04T14:00:00Z,2026-07-04,14,0.027,0.013,0.041,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001567,MUC01,AR00137,2026-07-04T15:00:00Z,2026-07-04,15,0.028,0.014,0.042,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001568,MUC01,AR00137,2026-07-04T16:00:00Z,2026-07-04,16,0.023,0.009,0.037,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001569,MUC01,AR00137,2026-07-04T17:00:00Z,2026-07-04,17,0.019,0.005,0.033,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001570,MUC01,AR00137,2026-07-04T18:00:00Z,2026-07-04,18,0.016,0.002,0.03,,96.98,232.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001571,MUC01,AR00289,2026-07-04T12:00:00Z,2026-07-04,12,0.023,0.008,0.037,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001572,MUC01,AR00289,2026-07-04T13:00:00Z,2026-07-04,13,0.026,0.012,0.04,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001573,MUC01,AR00289,2026-07-04T14:00:00Z,2026-07-04,14,0.03,0.016,0.045,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001574,MUC01,AR00289,2026-07-04T15:00:00Z,2026-07-04,15,0.029,0.014,0.043,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001575,MUC01,AR00289,2026-07-04T16:00:00Z,2026-07-04,16,0.031,0.017,0.046,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001576,MUC01,AR00289,2026-07-04T17:00:00Z,2026-07-04,17,0.026,0.012,0.041,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001577,MUC01,AR00289,2026-07-04T18:00:00Z,2026-07-04,18,0.024,0.01,0.038,,97.38,445.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001578,MUC01,AR00242,2026-07-04T12:00:00Z,2026-07-04,12,0.022,0,0.044,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001579,MUC01,AR00242,2026-07-04T13:00:00Z,2026-07-04,13,0.04,0.018,0.063,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001580,MUC01,AR00242,2026-07-04T14:00:00Z,2026-07-04,14,0.043,0.02,0.066,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001581,MUC01,AR00242,2026-07-04T15:00:00Z,2026-07-04,15,0.046,0.023,0.069,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001582,MUC01,AR00242,2026-07-04T16:00:00Z,2026-07-04,16,0.047,0.024,0.07,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001583,MUC01,AR00242,2026-07-04T17:00:00Z,2026-07-04,17,0.032,0.009,0.055,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001584,MUC01,AR00242,2026-07-04T18:00:00Z,2026-07-04,18,0.023,0.001,0.046,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001585,MUC01,AR00242,2026-07-04T19:00:00Z,2026-07-04,19,0.016,0,0.038,,96.1,243.05,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001586,MUC01,AR00039,2026-07-04T13:00:00Z,2026-07-04,13,0.02,0.012,0.029,,97.42,184.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001587,MUC01,AR00039,2026-07-04T14:00:00Z,2026-07-04,14,0.018,0.01,0.027,,97.42,184.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001588,MUC01,AR00039,2026-07-04T15:00:00Z,2026-07-04,15,0.016,0.008,0.025,,97.42,184.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001589,MUC01,AR00220,2026-07-04T12:00:00Z,2026-07-04,12,0.032,0,0.31,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001590,MUC01,AR00220,2026-07-04T13:00:00Z,2026-07-04,13,0.054,0,0.331,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001591,MUC01,AR00220,2026-07-04T14:00:00Z,2026-07-04,14,0.048,0,0.325,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001592,MUC01,AR00220,2026-07-04T15:00:00Z,2026-07-04,15,0.045,0,0.323,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001593,MUC01,AR00220,2026-07-04T16:00:00Z,2026-07-04,16,0.043,0,0.321,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001594,MUC01,AR00220,2026-07-04T17:00:00Z,2026-07-04,17,0.038,0,0.315,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001595,MUC01,AR00220,2026-07-04T18:00:00Z,2026-07-04,18,0.028,0,0.305,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001596,MUC01,AR00220,2026-07-04T19:00:00Z,2026-07-04,19,0.019,0,0.296,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001597,MUC01,AR00220,2026-07-04T21:00:00Z,2026-07-04,21,0.017,0,0.295,,94.62,193.53,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001598,MUC01,AR00081,2026-07-04T13:00:00Z,2026-07-04,13,0.021,0.009,0.034,,97.96,167.8,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001599,MUC01,AR00081,2026-07-04T14:00:00Z,2026-07-04,14,0.017,0.005,0.03,,97.96,167.8,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001600,MUC01,AR00081,2026-07-04T15:00:00Z,2026-07-04,15,0.021,0.009,0.034,,97.96,167.8,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001601,MUC01,AR00081,2026-07-04T16:00:00Z,2026-07-04,16,0.019,0.007,0.032,,97.96,167.8,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001602,MUC01,AR00031,2026-07-04T13:00:00Z,2026-07-04,13,0.021,0,0.306,,98.11,162.43,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001603,MUC01,AR00031,2026-07-04T14:00:00Z,2026-07-04,14,0.017,0,0.302,,98.11,162.43,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001604,MUC01,AR00031,2026-07-04T15:00:00Z,2026-07-04,15,0.023,0,0.308,,98.11,162.43,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001605,MUC01,AR00031,2026-07-04T16:00:00Z,2026-07-04,16,0.017,0,0.302,,98.11,162.43,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001606,MUC01,AR00138,2026-07-04T12:00:00Z,2026-07-04,12,0.017,0.001,0.034,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001607,MUC01,AR00138,2026-07-04T13:00:00Z,2026-07-04,13,0.029,0.012,0.045,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001608,MUC01,AR00138,2026-07-04T14:00:00Z,2026-07-04,14,0.029,0.012,0.045,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001609,MUC01,AR00138,2026-07-04T15:00:00Z,2026-07-04,15,0.033,0.016,0.049,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001610,MUC01,AR00138,2026-07-04T16:00:00Z,2026-07-04,16,0.028,0.012,0.044,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001611,MUC01,AR00138,2026-07-04T17:00:00Z,2026-07-04,17,0.019,0.003,0.035,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-MUC01-001612,MUC01,AR00138,2026-07-04T18:00:00Z,2026-07-04,18,0.02,0.004,0.036,,97,248,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001613,HAM01,AR90004,2026-07-04T08:00:00Z,2026-07-04,8,0.03,0,0.821,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001614,HAM01,AR90004,2026-07-04T09:00:00Z,2026-07-04,9,0.055,0,0.846,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001615,HAM01,AR90004,2026-07-04T10:00:00Z,2026-07-04,10,0.035,0,0.825,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001616,HAM01,AR90004,2026-07-04T11:00:00Z,2026-07-04,11,0.052,0,0.843,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001617,HAM01,AR90004,2026-07-04T12:00:00Z,2026-07-04,12,0.116,0,0.906,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001618,HAM01,AR90004,2026-07-04T13:00:00Z,2026-07-04,13,0.226,0,1.016,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001619,HAM01,AR90004,2026-07-04T14:00:00Z,2026-07-04,14,0.166,0,0.957,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001620,HAM01,AR90004,2026-07-04T15:00:00Z,2026-07-04,15,0.191,0,0.982,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001621,HAM01,AR90004,2026-07-04T16:00:00Z,2026-07-04,16,0.194,0,0.985,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001622,HAM01,AR90004,2026-07-04T17:00:00Z,2026-07-04,17,0.153,0,0.944,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001623,HAM01,AR90004,2026-07-04T18:00:00Z,2026-07-04,18,0.136,0,0.927,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001624,HAM01,AR90004,2026-07-04T19:00:00Z,2026-07-04,19,0.078,0,0.869,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001625,HAM01,AR90004,2026-07-04T20:00:00Z,2026-07-04,20,0.065,0,0.856,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001626,HAM01,AR90004,2026-07-04T21:00:00Z,2026-07-04,21,0.067,0,0.857,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001627,HAM01,AR90004,2026-07-05T08:00:00Z,2026-07-05,8,0.067,0,0.858,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001628,HAM01,AR90004,2026-07-05T09:00:00Z,2026-07-05,9,0.121,0,0.912,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001629,HAM01,AR90004,2026-07-05T10:00:00Z,2026-07-05,10,0.077,0,0.867,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001630,HAM01,AR90004,2026-07-05T11:00:00Z,2026-07-05,11,0.115,0,0.906,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001631,HAM01,AR90004,2026-07-05T12:00:00Z,2026-07-05,12,0.256,0,1.046,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001632,HAM01,AR90004,2026-07-05T13:00:00Z,2026-07-05,13,0.498,0,1.289,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001633,HAM01,AR90004,2026-07-05T14:00:00Z,2026-07-05,14,0.367,0,1.158,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001634,HAM01,AR90004,2026-07-05T15:00:00Z,2026-07-05,15,0.422,0,1.212,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001635,HAM01,AR90004,2026-07-05T16:00:00Z,2026-07-05,16,0.428,0,1.219,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001636,HAM01,AR90004,2026-07-05T17:00:00Z,2026-07-05,17,0.339,0,1.129,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001637,HAM01,AR90004,2026-07-05T18:00:00Z,2026-07-05,18,0.3,0,1.091,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001638,HAM01,AR90004,2026-07-05T19:00:00Z,2026-07-05,19,0.173,0,0.963,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001639,HAM01,AR90004,2026-07-05T20:00:00Z,2026-07-05,20,0.144,0,0.934,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001640,HAM01,AR90004,2026-07-05T21:00:00Z,2026-07-05,21,0.147,0,0.938,,47.46,99.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001641,HAM01,AR90003,2026-07-04T12:00:00Z,2026-07-04,12,0.037,0,0.522,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001642,HAM01,AR90003,2026-07-04T13:00:00Z,2026-07-04,13,0.059,0,0.545,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001643,HAM01,AR90003,2026-07-04T14:00:00Z,2026-07-04,14,0.087,0,0.573,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001644,HAM01,AR90003,2026-07-04T15:00:00Z,2026-07-04,15,0.073,0,0.559,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001645,HAM01,AR90003,2026-07-04T16:00:00Z,2026-07-04,16,0.042,0,0.527,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001646,HAM01,AR90003,2026-07-04T17:00:00Z,2026-07-04,17,0.054,0,0.54,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001647,HAM01,AR90003,2026-07-04T18:00:00Z,2026-07-04,18,0.044,0,0.53,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001648,HAM01,AR90003,2026-07-04T19:00:00Z,2026-07-04,19,0.039,0,0.525,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001649,HAM01,AR90003,2026-07-04T20:00:00Z,2026-07-04,20,0.028,0,0.513,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001650,HAM01,AR90003,2026-07-04T21:00:00Z,2026-07-04,21,0.016,0,0.502,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001651,HAM01,AR90003,2026-07-05T09:00:00Z,2026-07-05,9,0.022,0,0.508,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001652,HAM01,AR90003,2026-07-05T10:00:00Z,2026-07-05,10,0.028,0,0.513,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001653,HAM01,AR90003,2026-07-05T11:00:00Z,2026-07-05,11,0.028,0,0.513,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-HAM01-001654,HAM01,AR90003,2026-07-05T12:00:00Z,2026-07-05,12,0.081,0,0.566,,68.42,155.52,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
