ID,store_ID,posSystem_ID,article_ID,cashier,businessDate,cancellationCount,cancelledQuantity,cancelledAmount,currency_code
CN-MUC01-004066,MUC01,PF-MUC01,AR00006,payfree,2026-06-03,1,1.0,1.8,EUR
CN-MUC01-004067,MUC01,PF-MUC01,IKA005,payfree,2026-06-03,1,3.0,2.97,EUR
CN-MUC01-004068,MUC01,PF-MUC01,AR00211,payfree,2026-06-03,1,3.0,3.6,EUR
CN-MUC01-004069,MUC01,PF-MUC01,AR90054,payfree,2026-06-03,1,1.0,1.7,EUR
CN-MUC01-004070,MUC01,SM-MUC01,IKA011,smart,2026-06-03,1,2.0,4.2,EUR
CN-MUC01-004071,MUC01,SM-MUC01,AR00020,smart,2026-06-03,1,3.0,11.7,EUR
CN-MUC01-004072,MUC01,SM-MUC01,AR90025,smart,2026-06-03,1,1.0,1.2,EUR
CN-MUC01-004073,MUC01,SM-MUC01,AR00215,smart,2026-06-03,1,3.0,20.7,EUR
CN-MUC01-004074,MUC01,MO-MUC01,AR00056,smart,2026-06-03,1,3.0,7.5,EUR
CN-MUC01-004075,MUC01,PF-MUC01,AR00140,payfree,2026-06-04,1,1.0,2.9,EUR
CN-MUC01-004076,MUC01,PF-MUC01,AR00208,payfree,2026-06-04,1,3.0,1.5,EUR
CN-MUC01-004077,MUC01,PF-MUC01,AR00115,payfree,2026-06-04,1,3.0,10.5,EUR
CN-MUC01-004078,MUC01,SM-MUC01,AR00392,smart,2026-06-04,1,1.0,2.75,EUR
CN-MUC01-004079,MUC01,SM-MUC01,AR00229,smart,2026-06-04,1,1.0,15.0,EUR
CN-MUC01-004080,MUC01,PF-MUC01,AR00227,payfree,2026-06-05,1,1.0,11.9,EUR
CN-MUC01-004081,MUC01,PF-MUC01,AR00017,payfree,2026-06-05,1,2.0,7.8,EUR
CN-MUC01-004082,MUC01,PF-MUC01,AR00280,payfree,2026-06-05,1,3.0,35.7,EUR
CN-MUC01-004083,MUC01,PF-MUC01,AR00107,payfree,2026-06-05,1,3.0,11.1,EUR
CN-MUC01-004084,MUC01,PF-MUC01,AR90031,payfree,2026-06-05,1,1.0,1.2,EUR
CN-MUC01-004085,MUC01,PF-MUC01,AR90015,payfree,2026-06-05,1,3.0,5.1,EUR
CN-MUC01-004086,MUC01,PF-MUC01,AR00162,payfree,2026-06-05,1,1.0,3.8,EUR
CN-MUC01-004087,MUC01,SM-MUC01,AR00070,smart,2026-06-05,1,2.0,4.6,EUR
CN-MUC01-004088,MUC01,PF-MUC01,AR00454,payfree,2026-06-07,1,3.0,8.7,EUR
CN-MUC01-004089,MUC01,SM-MUC01,AR00401,smart,2026-06-07,1,3.0,3.6,EUR
CN-MUC01-004090,MUC01,SM-MUC01,AR00404,smart,2026-06-07,1,1.0,1.2,EUR
CN-MUC01-004091,MUC01,SM-MUC01,AR90042,smart,2026-06-07,1,2.0,3.8,EUR
CN-MUC01-004092,MUC01,SM-MUC01,AR00209,smart,2026-06-07,1,2.0,1.0,EUR
CN-MUC01-004093,MUC01,PF-MUC01,AR00306,payfree,2026-06-08,1,3.0,14.1,EUR
CN-MUC01-004094,MUC01,PF-MUC01,AR90023,payfree,2026-06-08,1,3.0,4.8,EUR
CN-MUC01-004095,MUC01,PF-MUC01,AR00114,payfree,2026-06-08,1,2.0,2.8,EUR
CN-MUC01-004096,MUC01,SM-MUC01,AR00381,smart,2026-06-08,1,1.0,3.75,EUR
CN-MUC01-004097,MUC01,SM-MUC01,AR00285,smart,2026-06-08,1,1.0,2.95,EUR
CN-MUC01-004098,MUC01,SM-MUC01,AR00398,smart,2026-06-08,1,2.0,4.7,EUR
CN-MUC01-004099,MUC01,MO-MUC01,AR00398,smart,2026-06-08,1,1.0,2.35,EUR
CN-MUC01-004100,MUC01,PF-MUC01,AR00383,payfree,2026-06-09,1,1.0,3.25,EUR
CN-MUC01-004101,MUC01,PF-MUC01,IKA005,payfree,2026-06-09,1,3.0,2.97,EUR
CN-MUC01-004102,MUC01,PF-MUC01,AR00380,payfree,2026-06-09,1,1.0,3.75,EUR
CN-MUC01-004103,MUC01,PF-MUC01,AR00140,payfree,2026-06-09,1,2.0,5.8,EUR
CN-MUC01-004104,MUC01,PF-MUC01,AR00018,payfree,2026-06-09,1,3.0,5.4,EUR
CN-MUC01-004105,MUC01,SM-MUC01,AR00059,smart,2026-06-10,1,3.0,7.5,EUR
CN-MUC01-004106,MUC01,SM-MUC01,AR00376,smart,2026-06-10,1,1.0,4.25,EUR
CN-MUC01-004107,MUC01,SM-MUC01,AR00171,smart,2026-06-10,1,1.0,3.95,EUR
CN-MUC01-004108,MUC01,SM-MUC01,AR00156,smart,2026-06-10,1,2.0,7.9,EUR
CN-MUC01-004109,MUC01,PF-MUC01,AR90019,payfree,2026-06-11,1,2.0,3.9,EUR
CN-MUC01-004110,MUC01,PF-MUC01,AR00047,payfree,2026-06-12,1,1.0,8.9,EUR
CN-MUC01-004111,MUC01,PF-MUC01,AR00389,payfree,2026-06-12,1,3.0,16.5,EUR
CN-MUC01-004112,MUC01,PF-MUC01,AR00441,payfree,2026-06-12,1,3.0,8.37,EUR
CN-MUC01-004113,MUC01,PF-MUC01,AR00306,payfree,2026-06-12,1,2.0,9.4,EUR
CN-MUC01-004114,MUC01,PF-MUC01,AR00013,payfree,2026-06-12,1,2.0,3.6,EUR
CN-MUC01-004115,MUC01,PF-MUC01,AR00380,payfree,2026-06-12,1,2.0,7.5,EUR
CN-MUC01-004116,MUC01,PF-MUC01,AR00383,payfree,2026-06-12,1,2.0,6.5,EUR
CN-MUC01-004117,MUC01,PF-MUC01,AR00280,payfree,2026-06-12,1,2.0,23.8,EUR
CN-MUC01-004118,MUC01,SM-MUC01,AR00190,smart,2026-06-12,1,2.0,3.0,EUR
CN-MUC01-004119,MUC01,SM-MUC01,AR00074,smart,2026-06-12,1,2.0,4.0,EUR
CN-MUC01-004120,MUC01,SM-MUC01,AR00137,smart,2026-06-12,1,1.0,2.7,EUR
CN-MUC01-004121,MUC01,PF-MUC01,AR90014,payfree,2026-06-14,1,2.0,3.4,EUR
CN-MUC01-004122,MUC01,PF-MUC01,AR00216,payfree,2026-06-14,1,3.0,20.7,EUR
CN-MUC01-004123,MUC01,SM-MUC01,AR00209,smart,2026-06-14,1,1.0,0.5,EUR
CN-MUC01-004124,MUC01,MO-MUC01,AR00119,smart,2026-06-14,1,1.0,3.5,EUR
CN-MUC01-004125,MUC01,SM-MUC01,AR00109,smart,2026-06-15,1,1.0,2.0,EUR
CN-MUC01-004126,MUC01,SM-MUC01,AR00047,smart,2026-06-15,1,1.0,8.9,EUR
CN-MUC01-004127,MUC01,SM-MUC01,AR00031,smart,2026-06-15,1,3.0,4.5,EUR
CN-MUC01-004128,MUC01,SM-MUC01,AR00015,smart,2026-06-15,1,3.0,9.9,EUR
CN-MUC01-004129,MUC01,MO-MUC01,AR00149,smart,2026-06-15,1,3.0,16.8,EUR
CN-MUC01-004130,MUC01,PF-MUC01,AR00397,payfree,2026-06-16,1,2.0,5.0,EUR
CN-MUC01-004131,MUC01,PF-MUC01,AR00356,payfree,2026-06-16,1,1.0,5.5,EUR
CN-MUC01-004132,MUC01,PF-MUC01,AR00197,payfree,2026-06-16,1,2.0,3.6,EUR
CN-MUC01-004133,MUC01,PF-MUC01,AR00169,payfree,2026-06-16,1,1.0,2.5,EUR
CN-MUC01-004134,MUC01,PF-MUC01,AR90016,payfree,2026-06-16,1,2.0,3.4,EUR
CN-MUC01-004135,MUC01,PF-MUC01,AR00415,payfree,2026-06-16,1,1.0,1.5,EUR
CN-MUC01-004136,MUC01,SM-MUC01,AR90033,smart,2026-06-16,1,3.0,3.6,EUR
CN-MUC01-004137,MUC01,SM-MUC01,AR00001,smart,2026-06-16,1,3.0,3.0,EUR
CN-MUC01-004138,MUC01,SM-MUC01,AR00188,smart,2026-06-16,1,2.0,3.6,EUR
CN-MUC01-004139,MUC01,PF-MUC01,AR00317,payfree,2026-06-17,1,1.0,2.5,EUR
CN-MUC01-004140,MUC01,PF-MUC01,AR90007,payfree,2026-06-17,1,3.0,4.2,EUR
CN-MUC01-004141,MUC01,PF-MUC01,AR00074,payfree,2026-06-17,1,3.0,6.0,EUR
CN-MUC01-004142,MUC01,SM-MUC01,AR00110,smart,2026-06-17,1,2.0,7.0,EUR
CN-MUC01-004143,MUC01,SM-MUC01,SM0016,smart,2026-06-17,1,2.0,7.9,EUR
CN-MUC01-004144,MUC01,SM-MUC01,AR00107,smart,2026-06-17,1,2.0,7.4,EUR
CN-MUC01-004145,MUC01,MO-MUC01,AR00153,smart,2026-06-17,1,1.0,3.5,EUR
CN-MUC01-004146,MUC01,PF-MUC01,AR00159,payfree,2026-06-18,1,3.0,11.4,EUR
CN-MUC01-004147,MUC01,PF-MUC01,AR00327,payfree,2026-06-18,1,3.0,11.85,EUR
CN-MUC01-004148,MUC01,PF-MUC01,AR00333,payfree,2026-06-18,1,3.0,6.75,EUR
CN-MUC01-004149,MUC01,PF-MUC01,AR00033,payfree,2026-06-18,1,1.0,3.45,EUR
CN-MUC01-004150,MUC01,PF-MUC01,AR90004,payfree,2026-06-18,1,3.0,0.75,EUR
CN-MUC01-004151,MUC01,PF-MUC01,AR00158,payfree,2026-06-18,1,1.0,3.8,EUR
CN-MUC01-004152,MUC01,PF-MUC01,AR00018,payfree,2026-06-18,1,2.0,3.6,EUR
CN-MUC01-004153,MUC01,PF-MUC01,AR00271,payfree,2026-06-18,1,1.0,27.0,EUR
CN-MUC01-004154,MUC01,PF-MUC01,AR00274,payfree,2026-06-18,1,2.0,4.8,EUR
CN-MUC01-004155,MUC01,SM-MUC01,AR00285,smart,2026-06-18,1,1.0,2.95,EUR
CN-MUC01-004156,MUC01,SM-MUC01,AR00293,smart,2026-06-18,1,2.0,4.4,EUR
CN-MUC01-004157,MUC01,SM-MUC01,AR00096,smart,2026-06-18,1,3.0,11.85,EUR
CN-MUC01-004158,MUC01,SM-MUC01,AR00187,smart,2026-06-18,1,2.0,5.0,EUR
CN-MUC01-004159,MUC01,MO-MUC01,AR00204,smart,2026-06-18,1,2.0,3.6,EUR
CN-MUC01-004160,MUC01,PF-MUC01,AR90040,payfree,2026-06-19,1,3.0,5.1,EUR
CN-MUC01-004161,MUC01,PF-MUC01,AR00111,payfree,2026-06-19,1,1.0,2.5,EUR
CN-MUC01-004162,MUC01,PF-MUC01,AR00286,payfree,2026-06-19,1,2.0,2.4,EUR
CN-MUC01-004163,MUC01,SM-MUC01,AR90055,smart,2026-06-19,1,2.0,3.4,EUR
CN-MUC01-004164,MUC01,SM-MUC01,AR00312,smart,2026-06-22,1,3.0,7.5,EUR
CN-MUC01-004165,MUC01,SM-MUC01,AR00002,smart,2026-06-22,1,3.0,1.5,EUR
CN-MUC01-004166,MUC01,PF-MUC01,AR00008,payfree,2026-06-23,1,2.0,3.6,EUR
CN-MUC01-004167,MUC01,PF-MUC01,AR90051,payfree,2026-06-24,1,3.0,4.8,EUR
CN-MUC01-004168,MUC01,PF-MUC01,AR00219,payfree,2026-06-24,1,3.0,5.7,EUR
CN-MUC01-004169,MUC01,PF-MUC01,AR00070,payfree,2026-06-24,1,3.0,6.9,EUR
CN-MUC01-004170,MUC01,PF-MUC01,AR00416,payfree,2026-06-24,1,2.0,4.0,EUR
CN-MUC01-004171,MUC01,PF-MUC01,AR90020,payfree,2026-06-24,1,2.0,3.9,EUR
CN-MUC01-004172,MUC01,PF-MUC01,AR00441,payfree,2026-06-24,1,2.0,5.58,EUR
CN-MUC01-004173,MUC01,PF-MUC01,AR00432,payfree,2026-06-24,1,1.0,3.5,EUR
CN-MUC01-004174,MUC01,SM-MUC01,AR00196,smart,2026-06-24,1,2.0,3.2,EUR
CN-MUC01-004175,MUC01,SM-MUC01,AR00333,smart,2026-06-24,1,2.0,4.5,EUR
CN-MUC01-004176,MUC01,SM-MUC01,AR00055,smart,2026-06-24,1,1.0,2.5,EUR
CN-MUC01-004177,MUC01,PF-MUC01,AR00416,payfree,2026-06-25,1,2.0,4.0,EUR
CN-MUC01-004178,MUC01,SM-MUC01,AR00038,smart,2026-06-25,1,2.0,9.9,EUR
CN-MUC01-004179,MUC01,PF-MUC01,AR00098,payfree,2026-06-28,1,1.0,5.75,EUR
CN-MUC01-004180,MUC01,SM-MUC01,AR00207,smart,2026-06-28,1,1.0,1.0,EUR
CN-MUC01-004181,MUC01,SM-MUC01,AR00193,smart,2026-06-28,1,1.0,1.4,EUR
CN-MUC01-004182,MUC01,PF-MUC01,AR00438,payfree,2026-06-29,1,3.0,7.05,EUR
CN-MUC01-004183,MUC01,PF-MUC01,AR90007,payfree,2026-06-29,1,2.0,2.8,EUR
CN-MUC01-004184,MUC01,PF-MUC01,AR00278,payfree,2026-06-29,1,2.0,23.8,EUR
CN-MUC01-004185,MUC01,PF-MUC01,AR90028,payfree,2026-06-29,1,1.0,1.6,EUR
CN-MUC01-004186,MUC01,PF-MUC01,AR00025,payfree,2026-06-29,1,1.0,2.5,EUR
CN-MUC01-004187,MUC01,PF-MUC01,AR00165,payfree,2026-06-29,1,3.0,11.4,EUR
CN-MUC01-004188,MUC01,PF-MUC01,AR00126,payfree,2026-06-29,1,2.0,3.8,EUR
CN-MUC01-004189,MUC01,PF-MUC01,AR00286,payfree,2026-06-29,1,2.0,2.4,EUR
CN-MUC01-004190,MUC01,PF-MUC01,AR00134,payfree,2026-06-29,1,1.0,3.5,EUR
CN-MUC01-004191,MUC01,SM-MUC01,AR00222,smart,2026-06-29,1,3.0,3.0,EUR
CN-MUC01-004192,MUC01,MO-MUC01,IKA005,smart,2026-06-29,1,2.0,1.98,EUR
CN-MUC01-004193,MUC01,PF-MUC01,AR00270,payfree,2026-06-30,1,1.0,2.5,EUR
CN-MUC01-004194,MUC01,PF-MUC01,AR00345,payfree,2026-06-30,1,1.0,3.9,EUR
CN-MUC01-004195,MUC01,PF-MUC01,AR00405,payfree,2026-06-30,1,3.0,3.6,EUR
CN-MUC01-004196,MUC01,PF-MUC01,AR00317,payfree,2026-06-30,1,3.0,7.5,EUR
CN-MUC01-004197,MUC01,PF-MUC01,AR00080,payfree,2026-06-30,1,1.0,2.5,EUR
CN-MUC01-004198,MUC01,SM-MUC01,AR00279,smart,2026-06-30,1,2.0,23.8,EUR
CN-MUC01-004199,MUC01,SM-MUC01,AR00333,smart,2026-06-30,1,3.0,6.75,EUR
CN-MUC01-004200,MUC01,SM-MUC01,AR90037,smart,2026-06-30,1,3.0,4.5,EUR
CN-MUC01-004201,MUC01,PF-MUC01,AR00277,payfree,2026-07-01,1,1.0,7.9,EUR
CN-MUC01-004202,MUC01,PF-MUC01,AR00128,payfree,2026-07-01,1,3.0,12.0,EUR
CN-MUC01-004203,MUC01,PF-MUC01,AR00359,payfree,2026-07-01,1,3.0,23.7,EUR
CN-MUC01-004204,MUC01,PF-MUC01,AR00087,payfree,2026-07-01,1,1.0,1.5,EUR
CN-MUC01-004205,MUC01,PF-MUC01,AR00057,payfree,2026-07-01,1,3.0,7.5,EUR
CN-MUC01-004206,MUC01,SM-MUC01,IKA005,smart,2026-07-01,1,3.0,2.97,EUR
CN-MUC01-004207,MUC01,SM-MUC01,AR00389,smart,2026-07-01,1,3.0,16.5,EUR
CN-MUC01-004208,MUC01,SM-MUC01,AR00387,smart,2026-07-01,1,2.0,6.0,EUR
CN-MUC01-004209,MUC01,SM-MUC01,AR00128,smart,2026-07-01,1,2.0,8.0,EUR
CN-MUC01-004210,MUC01,PF-MUC01,AR00227,payfree,2026-07-02,1,3.0,35.7,EUR
CN-MUC01-004211,MUC01,PF-MUC01,AR90007,payfree,2026-07-02,1,3.0,4.2,EUR
CN-MUC01-004212,MUC01,SM-MUC01,AR00050,smart,2026-07-02,1,1.0,12.9,EUR
CN-MUC01-004213,MUC01,PF-MUC01,AR90023,payfree,2026-07-03,1,2.0,3.2,EUR
CN-MUC01-004214,MUC01,PF-MUC01,AR90051,payfree,2026-07-03,1,1.0,1.6,EUR
CN-MUC01-004215,MUC01,PF-MUC01,AR90027,payfree,2026-07-03,1,3.0,4.8,EUR
CN-MUC01-004216,MUC01,PF-MUC01,AR00098,payfree,2026-07-03,1,2.0,11.5,EUR
CN-MUC01-004217,MUC01,PF-MUC01,AR00008,payfree,2026-07-03,1,3.0,5.4,EUR
CN-MUC01-004218,MUC01,SM-MUC01,AR00314,smart,2026-07-03,1,2.0,5.0,EUR
CN-MUC01-004219,MUC01,SM-MUC01,AR00087,smart,2026-07-03,1,1.0,1.5,EUR
CN-HAM01-004220,HAM01,PF-HAM01,AR00289,payfree,2026-01-01,1,1.0,2.2,EUR
CN-HAM01-004221,HAM01,PF-HAM01,AR00282,payfree,2026-01-01,1,1.0,2.95,EUR
CN-HAM01-004222,HAM01,PF-HAM01,AR00138,payfree,2026-01-01,1,3.0,6.0,EUR
CN-HAM01-004223,HAM01,PF-HAM01,AR00284,payfree,2026-01-01,1,2.0,4.7,EUR
CN-HAM01-004224,HAM01,PF-HAM01,AR00187,payfree,2026-01-01,1,3.0,7.5,EUR
CN-HAM01-004225,HAM01,SM-HAM01,AR00382,smart,2026-01-01,1,2.0,6.5,EUR
CN-HAM01-004226,HAM01,SM-HAM01,AR00003,smart,2026-01-01,1,2.0,2.0,EUR
CN-HAM01-004227,HAM01,SM-HAM01,AR00128,smart,2026-01-01,1,2.0,8.0,EUR
CN-HAM01-004228,HAM01,MO-HAM01,AR00133,smart,2026-01-01,1,3.0,10.5,EUR
CN-HAM01-004229,HAM01,PF-HAM01,AR00271,payfree,2026-01-02,1,2.0,54.0,EUR
CN-HAM01-004230,HAM01,PF-HAM01,AR00285,payfree,2026-01-02,1,1.0,2.95,EUR
CN-HAM01-004231,HAM01,PF-HAM01,AR00029,payfree,2026-01-02,1,2.0,7.0,EUR
CN-HAM01-004232,HAM01,PF-HAM01,AR00003,payfree,2026-01-02,1,3.0,3.0,EUR
CN-HAM01-004233,HAM01,PF-HAM01,AR00407,payfree,2026-01-02,1,2.0,6.4,EUR
CN-HAM01-004234,HAM01,PF-HAM01,AR00157,payfree,2026-01-02,1,3.0,11.4,EUR
CN-HAM01-004235,HAM01,PF-HAM01,AR90041,payfree,2026-01-02,1,2.0,3.4,EUR
CN-HAM01-004236,HAM01,PF-HAM01,AR00039,payfree,2026-01-03,1,2.0,2.0,EUR
CN-HAM01-004237,HAM01,PF-HAM01,AR00366,payfree,2026-01-03,1,2.0,7.5,EUR
CN-HAM01-004238,HAM01,PF-HAM01,AR00001,payfree,2026-01-03,1,1.0,1.0,EUR
CN-HAM01-004239,HAM01,PF-HAM01,IKA018,payfree,2026-01-03,1,1.0,2.1,EUR
CN-HAM01-004240,HAM01,PF-HAM01,AR00030,payfree,2026-01-03,1,2.0,7.0,EUR
CN-HAM01-004241,HAM01,PF-HAM01,AR00403,payfree,2026-01-03,1,3.0,3.6,EUR
CN-HAM01-004242,HAM01,PF-HAM01,AR00151,payfree,2026-01-03,1,3.0,11.7,EUR
CN-HAM01-004243,HAM01,PF-HAM01,AR00058,payfree,2026-01-04,1,2.0,5.0,EUR
CN-HAM01-004244,HAM01,PF-HAM01,AR00389,payfree,2026-01-04,1,1.0,5.5,EUR
CN-HAM01-004245,HAM01,PF-HAM01,AR00129,payfree,2026-01-04,1,3.0,4.2,EUR
CN-HAM01-004246,HAM01,PF-HAM01,AR00402,payfree,2026-01-04,1,3.0,3.6,EUR
CN-HAM01-004247,HAM01,PF-HAM01,AR00140,payfree,2026-01-04,1,3.0,8.7,EUR
CN-HAM01-004248,HAM01,PF-HAM01,AR00333,payfree,2026-01-04,1,2.0,4.5,EUR
CN-HAM01-004249,HAM01,PF-HAM01,AR00383,payfree,2026-01-05,1,1.0,3.25,EUR
CN-HAM01-004250,HAM01,PF-HAM01,AR90054,payfree,2026-01-05,1,2.0,3.4,EUR
CN-HAM01-004251,HAM01,PF-HAM01,AR00128,payfree,2026-01-05,1,3.0,12.0,EUR
CN-HAM01-004252,HAM01,PF-HAM01,AR90008,payfree,2026-01-06,1,1.0,1.4,EUR
CN-HAM01-004253,HAM01,PF-HAM01,SM0018,payfree,2026-01-06,1,1.0,3.95,EUR
CN-HAM01-004254,HAM01,PF-HAM01,AR00407,payfree,2026-01-06,1,1.0,3.2,EUR
CN-HAM01-004255,HAM01,PF-HAM01,AR90014,payfree,2026-01-06,1,1.0,1.7,EUR
CN-HAM01-004256,HAM01,PF-HAM01,AR00120,payfree,2026-01-06,1,1.0,2.0,EUR
CN-HAM01-004257,HAM01,PF-HAM01,AR00003,payfree,2026-01-06,1,2.0,2.0,EUR
CN-HAM01-004258,HAM01,PF-HAM01,AR00220,payfree,2026-01-06,1,1.0,1.0,EUR
CN-HAM01-004259,HAM01,PF-HAM01,AR00090,payfree,2026-01-06,1,2.0,2.6,EUR
CN-HAM01-004260,HAM01,SM-HAM01,AR00396,smart,2026-01-06,1,3.0,6.6,EUR
CN-HAM01-004261,HAM01,SM-HAM01,AR00114,smart,2026-01-06,1,1.0,1.4,EUR
CN-HAM01-004262,HAM01,SM-HAM01,AR90038,smart,2026-01-06,1,1.0,1.5,EUR
CN-HAM01-004263,HAM01,SM-HAM01,AR00420,smart,2026-01-06,1,1.0,2.6,EUR
CN-HAM01-004264,HAM01,PF-HAM01,AR00154,payfree,2026-01-07,1,1.0,3.2,EUR
CN-HAM01-004265,HAM01,PF-HAM01,AR00122,payfree,2026-01-08,1,1.0,2.5,EUR
CN-HAM01-004266,HAM01,SM-HAM01,AR00158,smart,2026-01-08,1,3.0,11.4,EUR
CN-HAM01-004267,HAM01,SM-HAM01,AR00088,smart,2026-01-08,1,1.0,2.2,EUR
CN-HAM01-004268,HAM01,PF-HAM01,AR00088,payfree,2026-01-09,1,3.0,6.6,EUR
CN-HAM01-004269,HAM01,PF-HAM01,AR00392,payfree,2026-01-09,1,2.0,5.5,EUR
CN-HAM01-004270,HAM01,PF-HAM01,AR00161,payfree,2026-01-09,1,2.0,7.6,EUR
CN-HAM01-004271,HAM01,SM-HAM01,AR00290,smart,2026-01-09,1,2.0,4.4,EUR
CN-HAM01-004272,HAM01,SM-HAM01,AR00190,smart,2026-01-09,1,1.0,1.5,EUR
CN-HAM01-004273,HAM01,SM-HAM01,AR00080,smart,2026-01-09,1,1.0,2.5,EUR
CN-HAM01-004274,HAM01,PF-HAM01,AR00122,payfree,2026-01-10,1,1.0,2.5,EUR
CN-HAM01-004275,HAM01,PF-HAM01,AR00366,payfree,2026-01-10,1,2.0,7.5,EUR
CN-HAM01-004276,HAM01,PF-HAM01,AR90030,payfree,2026-01-10,1,1.0,1.6,EUR
CN-HAM01-004277,HAM01,PF-HAM01,AR00157,payfree,2026-01-10,1,3.0,11.4,EUR
CN-HAM01-004278,HAM01,PF-HAM01,AR00344,payfree,2026-01-10,1,3.0,11.7,EUR
CN-HAM01-004279,HAM01,PF-HAM01,AR00024,payfree,2026-01-10,1,1.0,2.5,EUR
CN-HAM01-004280,HAM01,SM-HAM01,AR00227,smart,2026-01-10,1,2.0,23.8,EUR
CN-HAM01-004281,HAM01,SM-HAM01,AR00149,smart,2026-01-10,1,2.0,11.2,EUR
CN-HAM01-004282,HAM01,SM-HAM01,AR00089,smart,2026-01-10,1,3.0,6.6,EUR
CN-HAM01-004283,HAM01,PF-HAM01,SM0018,payfree,2026-01-11,1,2.0,7.9,EUR
CN-HAM01-004284,HAM01,PF-HAM01,AR00039,payfree,2026-01-11,1,3.0,3.0,EUR
CN-HAM01-004285,HAM01,PF-HAM01,AR00080,payfree,2026-01-11,1,3.0,7.5,EUR
CN-HAM01-004286,HAM01,PF-HAM01,AR00344,payfree,2026-01-11,1,3.0,11.7,EUR
CN-HAM01-004287,HAM01,PF-HAM01,AR00349,payfree,2026-01-11,1,3.0,19.8,EUR
CN-HAM01-004288,HAM01,PF-HAM01,AR00081,payfree,2026-01-11,1,3.0,7.5,EUR
CN-HAM01-004289,HAM01,PF-HAM01,AR00390,payfree,2026-01-11,1,1.0,44.0,EUR
CN-HAM01-004290,HAM01,SM-HAM01,AR90053,smart,2026-01-11,1,3.0,6.0,EUR
CN-HAM01-004291,HAM01,SM-HAM01,AR90028,smart,2026-01-11,1,1.0,1.6,EUR
CN-HAM01-004292,HAM01,PF-HAM01,AR00068,payfree,2026-01-12,1,2.0,5.0,EUR
CN-HAM01-004293,HAM01,PF-HAM01,AR00082,payfree,2026-01-12,1,2.0,5.8,EUR
CN-HAM01-004294,HAM01,PF-HAM01,AR00279,payfree,2026-01-12,1,2.0,23.8,EUR
CN-HAM01-004295,HAM01,PF-HAM01,AR90036,payfree,2026-01-12,1,1.0,1.7,EUR
CN-HAM01-004296,HAM01,PF-HAM01,AR00289,payfree,2026-01-12,1,2.0,4.4,EUR
CN-HAM01-004297,HAM01,PF-HAM01,AR00006,payfree,2026-01-12,1,1.0,1.8,EUR
CN-HAM01-004298,HAM01,PF-HAM01,AR00066,payfree,2026-01-12,1,1.0,2.5,EUR
CN-HAM01-004299,HAM01,PF-HAM01,AR00279,payfree,2026-01-12,1,3.0,35.7,EUR
CN-HAM01-004300,HAM01,SM-HAM01,AR00160,smart,2026-01-12,1,2.0,7.6,EUR
CN-HAM01-004301,HAM01,SM-HAM01,AR00158,smart,2026-01-12,1,3.0,11.4,EUR
CN-HAM01-004302,HAM01,PF-HAM01,AR90030,payfree,2026-01-13,1,1.0,1.6,EUR
CN-HAM01-004303,HAM01,PF-HAM01,AR00415,payfree,2026-01-14,1,1.0,1.5,EUR
CN-HAM01-004304,HAM01,SM-HAM01,AR00021,smart,2026-01-14,1,2.0,7.8,EUR
CN-HAM01-004305,HAM01,SM-HAM01,AR00056,smart,2026-01-14,1,1.0,2.5,EUR
CN-HAM01-004306,HAM01,SM-HAM01,AR00122,smart,2026-01-14,1,3.0,7.5,EUR
CN-HAM01-004307,HAM01,PF-HAM01,AR00132,payfree,2026-01-15,1,1.0,6.9,EUR
CN-HAM01-004308,HAM01,PF-HAM01,AR00162,payfree,2026-01-15,1,3.0,11.4,EUR
CN-HAM01-004309,HAM01,PF-HAM01,AR90031,payfree,2026-01-15,1,1.0,1.2,EUR
CN-HAM01-004310,HAM01,PF-HAM01,AR00005,payfree,2026-01-15,1,2.0,2.0,EUR
CN-HAM01-004311,HAM01,SM-HAM01,AR00133,smart,2026-01-15,1,1.0,3.5,EUR
CN-HAM01-004312,HAM01,SM-HAM01,AR00158,smart,2026-01-15,1,1.0,3.8,EUR
CN-HAM01-004313,HAM01,PF-HAM01,SM0014,payfree,2026-01-16,1,3.0,2.97,EUR
CN-HAM01-004314,HAM01,PF-HAM01,AR00080,payfree,2026-01-16,1,2.0,5.0,EUR
CN-HAM01-004315,HAM01,PF-HAM01,AR00231,payfree,2026-01-16,1,3.0,11.85,EUR
CN-HAM01-004316,HAM01,PF-HAM01,AR00279,payfree,2026-01-17,1,3.0,35.7,EUR
CN-HAM01-004317,HAM01,PF-HAM01,AR90018,payfree,2026-01-17,1,3.0,5.85,EUR
CN-HAM01-004318,HAM01,PF-HAM01,AR00278,payfree,2026-01-17,1,2.0,23.8,EUR
CN-HAM01-004319,HAM01,PF-HAM01,AR00284,payfree,2026-01-17,1,3.0,7.05,EUR
CN-HAM01-004320,HAM01,PF-HAM01,SM0018,payfree,2026-01-17,1,2.0,7.9,EUR
CN-HAM01-004321,HAM01,PF-HAM01,AR00178,payfree,2026-01-17,1,3.0,4.2,EUR
CN-HAM01-004322,HAM01,PF-HAM01,AR00146,payfree,2026-01-17,1,1.0,3.95,EUR
CN-HAM01-004323,HAM01,PF-HAM01,AR00454,payfree,2026-01-17,1,3.0,8.7,EUR
CN-HAM01-004324,HAM01,PF-HAM01,AR00106,payfree,2026-01-18,1,1.0,3.9,EUR
