ID,store_ID,article_ID,businessDate,bookStock,countedStock,onOrder,daysOfSupply
IV-MUC01-AR90042-2026-06-25,MUC01,AR90042,2026-06-25,1.826,1.053,1.0,19.38
IV-MUC01-AR90042-2026-06-26,MUC01,AR90042,2026-06-26,3.329,2.97,1.0,54.65
IV-MUC01-AR90042-2026-06-27,MUC01,AR90042,2026-06-27,3.467,2.95,3.0,54.28
IV-MUC01-AR90042-2026-06-28,MUC01,AR90042,2026-06-28,4.457,3.985,0.0,73.32
IV-MUC01-AR90042-2026-06-29,MUC01,AR90042,2026-06-29,4.683,3.963,1.0,72.92
IV-MUC01-AR90042-2026-06-30,MUC01,AR90042,2026-06-30,4.281,4.199,2.0,77.26
IV-MUC01-AR90042-2026-07-01,MUC01,AR90042,2026-07-01,2.799,1.999,1.0,36.78
IV-MUC01-AR90042-2026-07-02,MUC01,AR90042,2026-07-02,3.235,2.706,2.0,49.79
IV-MUC01-AR90042-2026-07-03,MUC01,AR90042,2026-07-03,2.526,2.209,1.0,40.65
IV-MUC01-AR00160-2026-06-13,MUC01,AR00160,2026-06-13,6.0,5.924,6.0,99.0
IV-MUC01-AR00160-2026-06-14,MUC01,AR00160,2026-06-14,6.0,5.108,6.0,99.0
IV-MUC01-AR00160-2026-06-15,MUC01,AR00160,2026-06-15,6.0,5.337,6.0,99.0
IV-MUC01-AR00160-2026-06-16,MUC01,AR00160,2026-06-16,6.0,5.419,6.0,99.0
IV-MUC01-AR00160-2026-06-17,MUC01,AR00160,2026-06-17,6.0,5.308,6.0,99.0
IV-MUC01-AR00160-2026-06-18,MUC01,AR00160,2026-06-18,6.0,5.641,6.0,99.0
IV-MUC01-AR00160-2026-06-19,MUC01,AR00160,2026-06-19,6.0,5.168,6.0,99.0
IV-MUC01-AR00160-2026-06-20,MUC01,AR00160,2026-06-20,6.0,5.684,6.0,99.0
IV-MUC01-AR00160-2026-06-21,MUC01,AR00160,2026-06-21,6.0,5.188,6.0,99.0
IV-MUC01-AR00160-2026-06-22,MUC01,AR00160,2026-06-22,6.0,5.537,6.0,99.0
IV-MUC01-AR00160-2026-06-23,MUC01,AR00160,2026-06-23,6.0,5.884,6.0,99.0
IV-MUC01-AR00160-2026-06-24,MUC01,AR00160,2026-06-24,6.0,5.635,6.0,99.0
IV-MUC01-AR00160-2026-06-25,MUC01,AR00160,2026-06-25,6.0,5.453,6.0,99.0
IV-MUC01-AR00160-2026-06-26,MUC01,AR00160,2026-06-26,6.0,5.754,6.0,99.0
IV-MUC01-AR00160-2026-06-27,MUC01,AR00160,2026-06-27,6.0,5.886,6.0,99.0
IV-MUC01-AR00160-2026-06-28,MUC01,AR00160,2026-06-28,6.0,5.504,6.0,99.0
IV-MUC01-AR00160-2026-06-29,MUC01,AR00160,2026-06-29,5.601,4.728,6.0,96.66
IV-MUC01-AR00160-2026-06-30,MUC01,AR00160,2026-06-30,5.539,4.898,6.0,99.0
IV-MUC01-AR00160-2026-07-01,MUC01,AR00160,2026-07-01,6.0,5.391,6.0,99.0
IV-MUC01-AR00160-2026-07-02,MUC01,AR00160,2026-07-02,6.0,5.929,6.0,99.0
IV-MUC01-AR00160-2026-07-03,MUC01,AR00160,2026-07-03,6.0,5.705,6.0,99.0
IV-MUC01-AR00401-2026-06-13,MUC01,AR00401,2026-06-13,4.759,4.308,0.0,88.07
IV-MUC01-AR00401-2026-06-14,MUC01,AR00401,2026-06-14,1.986,1.86,1.0,38.03
IV-MUC01-AR00401-2026-06-15,MUC01,AR00401,2026-06-15,5.822,5.449,0.0,99.0
IV-MUC01-AR00401-2026-06-16,MUC01,AR00401,2026-06-16,3.851,3.527,0.0,72.11
IV-MUC01-AR00401-2026-06-17,MUC01,AR00401,2026-06-17,5.802,4.937,3.0,99.0
IV-MUC01-AR00401-2026-06-18,MUC01,AR00401,2026-06-18,3.958,3.163,0.0,64.67
IV-MUC01-AR00401-2026-06-19,MUC01,AR00401,2026-06-19,3.325,2.561,3.0,52.36
IV-MUC01-AR00401-2026-06-20,MUC01,AR00401,2026-06-20,4.835,4.682,1.0,95.72
IV-MUC01-AR00401-2026-06-21,MUC01,AR00401,2026-06-21,2.916,2.164,2.0,44.24
IV-MUC01-AR00401-2026-06-22,MUC01,AR00401,2026-06-22,3.637,2.764,2.0,56.51
IV-MUC01-AR00401-2026-06-23,MUC01,AR00401,2026-06-23,5.685,5.55,2.0,99.0
IV-MUC01-AR00401-2026-06-24,MUC01,AR00401,2026-06-24,4.807,4.7,2.0,96.09
IV-MUC01-AR00401-2026-06-25,MUC01,AR00401,2026-06-25,5.48,5.047,2.0,99.0
IV-MUC01-AR00401-2026-06-26,MUC01,AR00401,2026-06-26,2.467,1.781,2.0,36.41
IV-MUC01-AR00401-2026-06-27,MUC01,AR00401,2026-06-27,3.615,2.997,2.0,61.27
IV-MUC01-AR00401-2026-06-28,MUC01,AR00401,2026-06-28,3.649,2.794,0.0,57.12
IV-MUC01-AR00401-2026-06-29,MUC01,AR00401,2026-06-29,1.488,1.055,0.0,21.57
IV-MUC01-AR00401-2026-06-30,MUC01,AR00401,2026-06-30,3.273,2.826,0.0,57.78
IV-MUC01-AR00401-2026-07-01,MUC01,AR00401,2026-07-01,4.915,4.821,2.0,98.56
IV-MUC01-AR00401-2026-07-02,MUC01,AR00401,2026-07-02,4.918,4.534,2.0,92.7
IV-MUC01-AR00401-2026-07-03,MUC01,AR00401,2026-07-03,4.503,4.416,1.0,90.28
IV-MUC01-AR00164-2026-06-13,MUC01,AR00164,2026-06-13,6.0,3.077,6.0,62.91
IV-MUC01-AR00164-2026-06-14,MUC01,AR00164,2026-06-14,6.0,3.856,6.0,78.83
IV-MUC01-AR00164-2026-06-15,MUC01,AR00164,2026-06-15,6.0,3.265,6.0,66.75
IV-MUC01-AR00164-2026-06-16,MUC01,AR00164,2026-06-16,6.0,5.431,6.0,99.0
IV-MUC01-AR00164-2026-06-17,MUC01,AR00164,2026-06-17,6.0,3.178,6.0,64.97
IV-MUC01-AR00164-2026-06-18,MUC01,AR00164,2026-06-18,6.0,4.46,6.0,91.18
IV-MUC01-AR00164-2026-06-19,MUC01,AR00164,2026-06-19,6.0,5.366,6.0,99.0
IV-MUC01-AR00164-2026-06-20,MUC01,AR00164,2026-06-20,6.0,3.802,6.0,77.73
IV-MUC01-AR00164-2026-06-21,MUC01,AR00164,2026-06-21,6.0,4.468,6.0,91.35
IV-MUC01-AR00164-2026-06-22,MUC01,AR00164,2026-06-22,6.0,4.053,6.0,82.86
IV-MUC01-AR00164-2026-06-23,MUC01,AR00164,2026-06-23,6.0,4.856,6.0,99.0
IV-MUC01-AR00164-2026-06-24,MUC01,AR00164,2026-06-24,6.0,3.816,6.0,78.02
IV-MUC01-AR00164-2026-06-25,MUC01,AR00164,2026-06-25,6.0,5.269,6.0,99.0
IV-MUC01-AR00164-2026-06-26,MUC01,AR00164,2026-06-26,6.0,5.487,6.0,99.0
IV-MUC01-AR00164-2026-06-27,MUC01,AR00164,2026-06-27,6.0,4.008,6.0,81.94
IV-MUC01-AR00164-2026-06-28,MUC01,AR00164,2026-06-28,6.0,5.054,6.0,99.0
IV-MUC01-AR00164-2026-06-29,MUC01,AR00164,2026-06-29,6.0,5.019,6.0,99.0
IV-MUC01-AR00164-2026-06-30,MUC01,AR00164,2026-06-30,6.0,4.828,6.0,98.71
IV-MUC01-AR00164-2026-07-01,MUC01,AR00164,2026-07-01,6.0,4.692,6.0,95.93
IV-MUC01-AR00164-2026-07-02,MUC01,AR00164,2026-07-02,6.0,5.484,6.0,99.0
IV-MUC01-AR00164-2026-07-03,MUC01,AR00164,2026-07-03,6.0,4.57,6.0,93.43
IV-MUC01-AR00204-2026-06-13,MUC01,AR00204,2026-06-13,8.0,7.114,8.0,99.0
IV-MUC01-AR00204-2026-06-14,MUC01,AR00204,2026-06-14,8.0,7.209,8.0,99.0
IV-MUC01-AR00204-2026-06-15,MUC01,AR00204,2026-06-15,8.0,7.754,8.0,99.0
IV-MUC01-AR00204-2026-06-16,MUC01,AR00204,2026-06-16,8.0,7.257,8.0,99.0
IV-MUC01-AR00204-2026-06-17,MUC01,AR00204,2026-06-17,8.0,7.38,8.0,99.0
IV-MUC01-AR00204-2026-06-18,MUC01,AR00204,2026-06-18,8.0,7.548,8.0,99.0
IV-MUC01-AR00204-2026-06-19,MUC01,AR00204,2026-06-19,8.0,7.347,8.0,99.0
IV-MUC01-AR00204-2026-06-20,MUC01,AR00204,2026-06-20,8.0,7.576,8.0,99.0
IV-MUC01-AR00204-2026-06-21,MUC01,AR00204,2026-06-21,8.0,7.45,8.0,99.0
IV-MUC01-AR00204-2026-06-22,MUC01,AR00204,2026-06-22,8.0,7.496,8.0,99.0
IV-MUC01-AR00204-2026-06-23,MUC01,AR00204,2026-06-23,8.0,7.368,8.0,99.0
IV-MUC01-AR00204-2026-06-24,MUC01,AR00204,2026-06-24,8.0,7.474,8.0,99.0
IV-MUC01-AR00204-2026-06-25,MUC01,AR00204,2026-06-25,8.0,7.934,8.0,99.0
IV-MUC01-AR00204-2026-06-26,MUC01,AR00204,2026-06-26,8.0,7.884,8.0,99.0
IV-MUC01-AR00204-2026-06-27,MUC01,AR00204,2026-06-27,8.0,7.955,8.0,99.0
IV-MUC01-AR00204-2026-06-28,MUC01,AR00204,2026-06-28,8.0,7.2,8.0,99.0
IV-MUC01-AR00204-2026-06-29,MUC01,AR00204,2026-06-29,8.0,7.348,8.0,99.0
IV-MUC01-AR00204-2026-06-30,MUC01,AR00204,2026-06-30,8.0,7.184,8.0,99.0
IV-MUC01-AR00204-2026-07-01,MUC01,AR00204,2026-07-01,8.0,7.779,8.0,99.0
IV-MUC01-AR00204-2026-07-02,MUC01,AR00204,2026-07-02,8.0,7.231,8.0,99.0
IV-MUC01-AR00204-2026-07-03,MUC01,AR00204,2026-07-03,8.0,7.428,8.0,99.0
IV-MUC01-AR90029-2026-06-13,MUC01,AR90029,2026-06-13,4.608,4.212,1.0,86.11
IV-MUC01-AR90029-2026-06-14,MUC01,AR90029,2026-06-14,2.848,2.293,0.0,46.88
IV-MUC01-AR90029-2026-06-15,MUC01,AR90029,2026-06-15,3.888,3.455,3.0,70.64
IV-MUC01-AR90029-2026-06-16,MUC01,AR90029,2026-06-16,5.51,4.657,0.0,95.21
IV-MUC01-AR90029-2026-06-17,MUC01,AR90029,2026-06-17,3.874,3.284,3.0,67.14
IV-MUC01-AR90029-2026-06-18,MUC01,AR90029,2026-06-18,4.113,3.473,2.0,71.0
IV-MUC01-AR90029-2026-06-19,MUC01,AR90029,2026-06-19,4.765,3.907,1.0,79.88
IV-MUC01-AR90029-2026-06-20,MUC01,AR90029,2026-06-20,4.025,3.997,0.0,81.72
IV-MUC01-AR90029-2026-06-21,MUC01,AR90029,2026-06-21,2.979,2.784,1.0,56.92
IV-MUC01-AR90029-2026-06-22,MUC01,AR90029,2026-06-22,4.234,4.002,3.0,81.82
IV-MUC01-AR90029-2026-06-23,MUC01,AR90029,2026-06-23,6.901,6.598,0.0,99.0
IV-MUC01-AR90029-2026-06-24,MUC01,AR90029,2026-06-24,3.158,2.488,3.0,50.87
IV-MUC01-AR90029-2026-06-25,MUC01,AR90029,2026-06-25,5.114,4.366,3.0,89.26
IV-MUC01-AR90029-2026-06-26,MUC01,AR90029,2026-06-26,2.794,2.379,3.0,48.64
IV-MUC01-AR90029-2026-06-27,MUC01,AR90029,2026-06-27,2.815,2.045,2.0,41.81
IV-MUC01-AR90029-2026-06-28,MUC01,AR90029,2026-06-28,4.429,3.751,1.0,76.69
IV-MUC01-AR90029-2026-06-29,MUC01,AR90029,2026-06-29,5.441,4.938,2.0,99.0
IV-MUC01-AR90029-2026-06-30,MUC01,AR90029,2026-06-30,3.795,3.029,0.0,61.93
IV-MUC01-AR90029-2026-07-01,MUC01,AR90029,2026-07-01,4.748,4.354,1.0,89.02
IV-MUC01-AR90029-2026-07-02,MUC01,AR90029,2026-07-02,2.39,2.248,3.0,45.96
IV-MUC01-AR90029-2026-07-03,MUC01,AR90029,2026-07-03,3.748,3.227,0.0,65.97
IV-MUC01-AR00283-2026-06-13,MUC01,AR00283,2026-06-13,3.938,3.71,3.0,75.85
IV-MUC01-AR00283-2026-06-14,MUC01,AR00283,2026-06-14,4.668,3.903,2.0,79.79
IV-MUC01-AR00283-2026-06-15,MUC01,AR00283,2026-06-15,2.328,2.292,0.0,46.86
IV-MUC01-AR00283-2026-06-16,MUC01,AR00283,2026-06-16,1.464,0.67,1.0,13.7
IV-MUC01-AR00283-2026-06-17,MUC01,AR00283,2026-06-17,2.755,2.309,1.0,47.21
IV-MUC01-AR00283-2026-06-18,MUC01,AR00283,2026-06-18,4.431,4.302,0.0,87.95
IV-MUC01-AR00283-2026-06-19,MUC01,AR00283,2026-06-19,6.73,6.367,1.0,99.0
IV-MUC01-AR00283-2026-06-20,MUC01,AR00283,2026-06-20,3.898,3.878,0.0,79.28
IV-MUC01-AR00283-2026-06-21,MUC01,AR00283,2026-06-21,4.655,4.46,0.0,91.18
IV-MUC01-AR00283-2026-06-22,MUC01,AR00283,2026-06-22,1.787,1.38,2.0,28.21
IV-MUC01-AR00283-2026-06-23,MUC01,AR00283,2026-06-23,6.157,5.383,1.0,99.0
IV-MUC01-AR00283-2026-06-24,MUC01,AR00283,2026-06-24,5.635,5.584,1.0,99.0
IV-MUC01-AR00283-2026-06-25,MUC01,AR00283,2026-06-25,2.872,2.822,3.0,57.69
IV-MUC01-AR00283-2026-06-26,MUC01,AR00283,2026-06-26,3.937,3.287,1.0,67.2
IV-MUC01-AR00283-2026-06-27,MUC01,AR00283,2026-06-27,2.792,2.658,0.0,54.34
IV-MUC01-AR00283-2026-06-28,MUC01,AR00283,2026-06-28,6.33,5.724,0.0,99.0
IV-MUC01-AR00283-2026-06-29,MUC01,AR00283,2026-06-29,2.99,2.259,2.0,46.18
IV-MUC01-AR00283-2026-06-30,MUC01,AR00283,2026-06-30,4.204,4.201,2.0,85.89
IV-MUC01-AR00283-2026-07-01,MUC01,AR00283,2026-07-01,1.378,1.278,3.0,26.13
IV-MUC01-AR00283-2026-07-02,MUC01,AR00283,2026-07-02,4.364,4.112,1.0,84.07
IV-MUC01-AR00283-2026-07-03,MUC01,AR00283,2026-07-03,3.667,3.21,3.0,65.63
IV-MUC01-AR00407-2026-06-13,MUC01,AR00407,2026-06-13,4.93,4.484,0.0,91.67
IV-MUC01-AR00407-2026-06-14,MUC01,AR00407,2026-06-14,3.265,2.944,2.0,60.19
IV-MUC01-AR00407-2026-06-15,MUC01,AR00407,2026-06-15,1.728,1.016,2.0,20.77
IV-MUC01-AR00407-2026-06-16,MUC01,AR00407,2026-06-16,5.8,5.059,3.0,99.0
IV-MUC01-AR00407-2026-06-17,MUC01,AR00407,2026-06-17,1.547,1.009,2.0,20.63
IV-MUC01-AR00407-2026-06-18,MUC01,AR00407,2026-06-18,4.134,3.502,3.0,71.6
IV-MUC01-AR00407-2026-06-19,MUC01,AR00407,2026-06-19,4.332,3.986,0.0,81.49
IV-MUC01-AR00407-2026-06-20,MUC01,AR00407,2026-06-20,5.224,4.931,3.0,99.0
IV-MUC01-AR00407-2026-06-21,MUC01,AR00407,2026-06-21,3.126,3.105,0.0,63.48
IV-MUC01-AR00407-2026-06-22,MUC01,AR00407,2026-06-22,5.466,5.124,0.0,99.0
IV-MUC01-AR00407-2026-06-23,MUC01,AR00407,2026-06-23,1.847,1.65,0.0,33.73
IV-MUC01-AR00407-2026-06-24,MUC01,AR00407,2026-06-24,5.731,5.207,3.0,99.0
IV-MUC01-AR00407-2026-06-25,MUC01,AR00407,2026-06-25,3.126,3.007,0.0,61.48
IV-MUC01-AR00407-2026-06-26,MUC01,AR00407,2026-06-26,5.63,5.599,3.0,99.0
IV-MUC01-AR00407-2026-06-27,MUC01,AR00407,2026-06-27,3.131,2.426,3.0,49.6
IV-MUC01-AR00407-2026-06-28,MUC01,AR00407,2026-06-28,3.632,2.864,2.0,58.55
IV-MUC01-AR00407-2026-06-29,MUC01,AR00407,2026-06-29,2.762,2.403,2.0,49.13
IV-MUC01-AR00407-2026-06-30,MUC01,AR00407,2026-06-30,4.333,4.292,3.0,87.75
IV-MUC01-AR00407-2026-07-01,MUC01,AR00407,2026-07-01,3.598,3.514,0.0,71.84
IV-MUC01-AR00407-2026-07-02,MUC01,AR00407,2026-07-02,6.099,5.883,2.0,99.0
IV-MUC01-AR00407-2026-07-03,MUC01,AR00407,2026-07-03,5.617,4.737,0.0,96.85
IV-MUC01-AR00275-2026-06-13,MUC01,AR00275,2026-06-13,1.898,1.71,1.0,34.96
IV-MUC01-AR00275-2026-06-14,MUC01,AR00275,2026-06-14,3.23,2.972,2.0,60.76
IV-MUC01-AR00275-2026-06-15,MUC01,AR00275,2026-06-15,3.613,3.557,2.0,72.72
IV-MUC01-AR00275-2026-06-16,MUC01,AR00275,2026-06-16,2.812,2.439,0.0,49.86
IV-MUC01-AR00275-2026-06-17,MUC01,AR00275,2026-06-17,1.783,1.161,3.0,23.74
IV-MUC01-AR00275-2026-06-18,MUC01,AR00275,2026-06-18,6.97,6.567,2.0,99.0
IV-MUC01-AR00275-2026-06-19,MUC01,AR00275,2026-06-19,4.417,4.024,1.0,82.27
IV-MUC01-AR00275-2026-06-20,MUC01,AR00275,2026-06-20,5.323,4.9,0.0,99.0
IV-MUC01-AR00275-2026-06-21,MUC01,AR00275,2026-06-21,2.776,1.976,2.0,40.4
IV-MUC01-AR00275-2026-06-22,MUC01,AR00275,2026-06-22,4.731,4.133,3.0,84.5
IV-MUC01-AR00275-2026-06-23,MUC01,AR00275,2026-06-23,3.057,2.275,1.0,46.51
IV-MUC01-AR00275-2026-06-24,MUC01,AR00275,2026-06-24,5.804,5.113,1.0,99.0
IV-MUC01-AR00275-2026-06-25,MUC01,AR00275,2026-06-25,0.804,0.0,1.0,0.0
IV-MUC01-AR00275-2026-06-26,MUC01,AR00275,2026-06-26,4.345,4.224,1.0,86.36
IV-MUC01-AR00275-2026-06-27,MUC01,AR00275,2026-06-27,3.985,3.741,0.0,76.48
IV-MUC01-AR00275-2026-06-28,MUC01,AR00275,2026-06-28,3.523,3.212,1.0,65.67
IV-MUC01-AR00275-2026-06-29,MUC01,AR00275,2026-06-29,2.406,1.656,2.0,33.86
IV-MUC01-AR00275-2026-06-30,MUC01,AR00275,2026-06-30,4.107,3.388,2.0,69.27
IV-MUC01-AR00275-2026-07-01,MUC01,AR00275,2026-07-01,5.716,5.167,0.0,99.0
IV-MUC01-AR00275-2026-07-02,MUC01,AR00275,2026-07-02,0.84,0.723,1.0,14.78
IV-MUC01-AR00275-2026-07-03,MUC01,AR00275,2026-07-03,5.797,5.279,2.0,99.0
IV-MUC01-AR00121-2026-06-13,MUC01,AR00121,2026-06-13,4.248,3.748,2.0,76.63
IV-MUC01-AR00121-2026-06-14,MUC01,AR00121,2026-06-14,4.315,4.167,2.0,85.19
IV-MUC01-AR00121-2026-06-15,MUC01,AR00121,2026-06-15,5.4,5.348,3.0,99.0
IV-MUC01-AR00121-2026-06-16,MUC01,AR00121,2026-06-16,1.246,0.409,2.0,8.36
IV-MUC01-AR00121-2026-06-17,MUC01,AR00121,2026-06-17,3.286,2.982,1.0,60.97
IV-MUC01-AR00121-2026-06-18,MUC01,AR00121,2026-06-18,3.435,2.829,2.0,57.84
IV-MUC01-AR00121-2026-06-19,MUC01,AR00121,2026-06-19,3.003,2.602,1.0,53.2
IV-MUC01-AR00121-2026-06-20,MUC01,AR00121,2026-06-20,2.851,2.196,3.0,44.9
IV-MUC01-AR00121-2026-06-21,MUC01,AR00121,2026-06-21,4.319,3.729,3.0,76.24
IV-MUC01-AR00121-2026-06-22,MUC01,AR00121,2026-06-22,2.151,1.957,1.0,40.01
IV-MUC01-AR00121-2026-06-23,MUC01,AR00121,2026-06-23,1.498,1.383,0.0,28.27
IV-MUC01-AR00121-2026-06-24,MUC01,AR00121,2026-06-24,6.358,6.265,3.0,99.0
IV-MUC01-AR00121-2026-06-25,MUC01,AR00121,2026-06-25,5.129,4.435,1.0,90.67
IV-MUC01-AR00121-2026-06-26,MUC01,AR00121,2026-06-26,6.089,5.63,3.0,99.0
IV-MUC01-AR00121-2026-06-27,MUC01,AR00121,2026-06-27,4.985,4.286,0.0,87.62
IV-MUC01-AR00121-2026-06-28,MUC01,AR00121,2026-06-28,2.416,2.356,3.0,48.17
IV-MUC01-AR00121-2026-06-29,MUC01,AR00121,2026-06-29,6.717,6.569,0.0,99.0
IV-MUC01-AR00121-2026-06-30,MUC01,AR00121,2026-06-30,1.159,0.662,2.0,13.53
IV-MUC01-AR00121-2026-07-01,MUC01,AR00121,2026-07-01,3.855,3.058,2.0,62.52
IV-MUC01-AR00121-2026-07-02,MUC01,AR00121,2026-07-02,2.806,2.538,1.0,51.89
IV-MUC01-AR00121-2026-07-03,MUC01,AR00121,2026-07-03,4.944,4.61,1.0,94.25
IV-MUC01-AR00293-2026-06-13,MUC01,AR00293,2026-06-13,1.587,1.076,3.0,24.75
IV-MUC01-AR00293-2026-06-14,MUC01,AR00293,2026-06-14,4.332,3.492,3.0,80.32
IV-MUC01-AR00293-2026-06-15,MUC01,AR00293,2026-06-15,2.332,1.993,3.0,45.84
IV-MUC01-AR00293-2026-06-16,MUC01,AR00293,2026-06-16,5.894,5.409,2.0,99.0
IV-MUC01-AR00293-2026-06-17,MUC01,AR00293,2026-06-17,3.262,3.141,2.0,72.24
IV-MUC01-AR00293-2026-06-18,MUC01,AR00293,2026-06-18,2.582,2.411,1.0,55.45
IV-MUC01-AR00293-2026-06-19,MUC01,AR00293,2026-06-19,5.441,5.427,2.0,99.0
IV-MUC01-AR00293-2026-06-20,MUC01,AR00293,2026-06-20,2.73,2.623,0.0,60.33
IV-MUC01-AR00293-2026-06-21,MUC01,AR00293,2026-06-21,4.652,3.934,0.0,90.48
IV-MUC01-AR00293-2026-06-22,MUC01,AR00293,2026-06-22,3.525,2.65,2.0,60.95
IV-MUC01-AR00293-2026-06-23,MUC01,AR00293,2026-06-23,3.432,2.74,3.0,63.02
IV-MUC01-AR00293-2026-06-24,MUC01,AR00293,2026-06-24,5.093,4.411,3.0,99.0
IV-MUC01-AR00293-2026-06-25,MUC01,AR00293,2026-06-25,1.961,1.589,0.0,36.55
IV-MUC01-AR00293-2026-06-26,MUC01,AR00293,2026-06-26,2.066,1.35,2.0,31.05
IV-MUC01-AR00293-2026-06-27,MUC01,AR00293,2026-06-27,1.376,1.356,0.0,31.19
IV-MUC01-AR00293-2026-06-28,MUC01,AR00293,2026-06-28,3.697,3.396,0.0,78.11
IV-MUC01-AR00293-2026-06-29,MUC01,AR00293,2026-06-29,3.377,2.599,3.0,59.78
IV-MUC01-AR00293-2026-06-30,MUC01,AR00293,2026-06-30,4.373,4.215,1.0,96.94
IV-MUC01-AR00293-2026-07-01,MUC01,AR00293,2026-07-01,2.299,2.18,2.0,50.14
IV-MUC01-AR00293-2026-07-02,MUC01,AR00293,2026-07-02,4.067,3.82,0.0,87.86
IV-MUC01-AR00293-2026-07-03,MUC01,AR00293,2026-07-03,3.189,2.916,0.0,67.07
IV-MUC01-AR00400-2026-06-13,MUC01,AR00400,2026-06-13,2.205,2.085,1.0,47.95
IV-MUC01-AR00400-2026-06-14,MUC01,AR00400,2026-06-14,2.479,2.233,1.0,51.36
IV-MUC01-AR00400-2026-06-15,MUC01,AR00400,2026-06-15,6.495,6.483,3.0,99.0
IV-MUC01-AR00400-2026-06-16,MUC01,AR00400,2026-06-16,4.577,3.774,0.0,86.8
IV-MUC01-AR00400-2026-06-17,MUC01,AR00400,2026-06-17,0.758,0.703,0.0,16.17
IV-MUC01-AR00400-2026-06-18,MUC01,AR00400,2026-06-18,7.237,6.51,0.0,99.0
IV-MUC01-AR00400-2026-06-19,MUC01,AR00400,2026-06-19,4.154,3.626,3.0,83.4
IV-MUC01-AR00400-2026-06-20,MUC01,AR00400,2026-06-20,3.899,3.222,2.0,74.11
IV-MUC01-AR00400-2026-06-21,MUC01,AR00400,2026-06-21,6.181,6.166,0.0,99.0
IV-MUC01-AR00400-2026-06-22,MUC01,AR00400,2026-06-22,4.582,4.542,2.0,99.0
IV-MUC01-AR00400-2026-06-23,MUC01,AR00400,2026-06-23,2.658,2.64,2.0,60.72
IV-MUC01-AR00400-2026-06-24,MUC01,AR00400,2026-06-24,5.207,4.339,1.0,99.0
IV-MUC01-AR00400-2026-06-25,MUC01,AR00400,2026-06-25,1.822,1.598,3.0,36.75
IV-MUC01-AR00400-2026-06-26,MUC01,AR00400,2026-06-26,6.229,5.716,1.0,99.0
IV-MUC01-AR00400-2026-06-27,MUC01,AR00400,2026-06-27,5.112,4.737,0.0,99.0
IV-MUC01-AR00400-2026-06-28,MUC01,AR00400,2026-06-28,5.755,4.951,3.0,99.0
IV-MUC01-AR00400-2026-06-29,MUC01,AR00400,2026-06-29,1.803,1.344,3.0,30.91
IV-MUC01-AR00400-2026-06-30,MUC01,AR00400,2026-06-30,5.06,4.677,3.0,99.0
IV-MUC01-AR00400-2026-07-01,MUC01,AR00400,2026-07-01,6.426,5.653,3.0,99.0
IV-MUC01-AR00400-2026-07-02,MUC01,AR00400,2026-07-02,4.592,4.379,3.0,99.0
IV-MUC01-AR00400-2026-07-03,MUC01,AR00400,2026-07-03,4.628,4.106,1.0,94.44
IV-MUC01-AR00403-2026-06-13,MUC01,AR00403,2026-06-13,3.097,2.684,2.0,61.73
IV-MUC01-AR00403-2026-06-14,MUC01,AR00403,2026-06-14,4.387,3.686,0.0,84.78
IV-MUC01-AR00403-2026-06-15,MUC01,AR00403,2026-06-15,5.435,5.26,0.0,99.0
IV-MUC01-AR00403-2026-06-16,MUC01,AR00403,2026-06-16,4.23,3.408,0.0,78.38
IV-MUC01-AR00403-2026-06-17,MUC01,AR00403,2026-06-17,1.965,1.757,1.0,40.41
IV-MUC01-AR00403-2026-06-18,MUC01,AR00403,2026-06-18,5.975,5.237,0.0,99.0
IV-MUC01-AR00403-2026-06-19,MUC01,AR00403,2026-06-19,4.86,4.638,2.0,99.0
IV-MUC01-AR00403-2026-06-20,MUC01,AR00403,2026-06-20,2.862,2.121,1.0,48.78
IV-MUC01-AR00403-2026-06-21,MUC01,AR00403,2026-06-21,3.012,2.125,0.0,48.88
IV-MUC01-AR00403-2026-06-22,MUC01,AR00403,2026-06-22,4.298,3.979,0.0,91.52
IV-MUC01-AR00403-2026-06-23,MUC01,AR00403,2026-06-23,2.476,1.918,0.0,44.11
IV-MUC01-AR00403-2026-06-24,MUC01,AR00403,2026-06-24,5.628,4.804,2.0,99.0
IV-MUC01-AR00403-2026-06-25,MUC01,AR00403,2026-06-25,0.818,0.236,3.0,5.43
IV-MUC01-AR00403-2026-06-26,MUC01,AR00403,2026-06-26,4.922,4.24,3.0,97.52
IV-MUC01-AR00403-2026-06-27,MUC01,AR00403,2026-06-27,4.629,4.131,0.0,95.01
IV-MUC01-AR00403-2026-06-28,MUC01,AR00403,2026-06-28,1.462,0.619,3.0,14.24
IV-MUC01-AR00403-2026-06-29,MUC01,AR00403,2026-06-29,4.715,3.909,3.0,89.91
IV-MUC01-AR00403-2026-06-30,MUC01,AR00403,2026-06-30,2.297,1.825,0.0,41.98
IV-MUC01-AR00403-2026-07-01,MUC01,AR00403,2026-07-01,5.943,5.219,0.0,99.0
IV-MUC01-AR00403-2026-07-02,MUC01,AR00403,2026-07-02,5.632,5.021,1.0,99.0
IV-MUC01-AR00403-2026-07-03,MUC01,AR00403,2026-07-03,6.306,5.447,0.0,99.0
IV-MUC01-AR00002-2026-06-13,MUC01,AR00002,2026-06-13,2.833,2.39,3.0,54.97
IV-MUC01-AR00002-2026-06-14,MUC01,AR00002,2026-06-14,4.215,4.065,3.0,93.5
