articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
M Cooky Gloria Gebäckmisc,1.0,2.8,0.2,3.0,2026-06-08 20:00:00,2026-06-08,20,0
GO FRESH Wrap Tomat Mozza,1.0,3.56,0.24,3.8,2026-06-08 20:00:00,2026-06-08,20,0
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-08 20:00:00,2026-06-08,20,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-08 20:00:00,2026-06-08,20,0
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-06-08 20:00:00,2026-06-08,20,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-09 08:00:00,2026-06-09,8,1
"Hochwald Eiskaffee 0,25l Dose",2.0,2.62,0.18,2.8,2026-06-09 08:00:00,2026-06-09,8,1
Gefüllter Triple Chocolate Muffin,1.0,2.06,0.14,2.2,2026-06-09 09:00:00,2026-06-09,9,1
Griesson Schoko Mountain Cookies 125g,1.0,1.68,0.12,1.8,2026-06-09 11:00:00,2026-06-09,11,1
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-06-09 11:00:00,2026-06-09,11,1
Gefüllter Triple Chocolate Muffin,1.0,2.06,0.14,2.2,2026-06-09 11:00:00,2026-06-09,11,1
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-06-09 11:00:00,2026-06-09,11,1
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-06-09 11:00:00,2026-06-09,11,1
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-06-09 11:00:00,2026-06-09,11,1
"Monster Energy 0,5l",1.0,1.85,0.35,2.2,2026-06-09 11:00:00,2026-06-09,11,1
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-06-09 11:00:00,2026-06-09,11,1
Red Bull Blue Edition,1.0,0.71,0.14,0.85,2026-06-09 11:00:00,2026-06-09,11,1
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-09 11:00:00,2026-06-09,11,1
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-09 13:00:00,2026-06-09,13,1
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-06-09 14:00:00,2026-06-09,14,1
La Magnum Almond,2.0,5.05,0.35,5.4,2026-06-09 14:00:00,2026-06-09,14,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-09 14:00:00,2026-06-09,14,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-09 14:00:00,2026-06-09,14,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-09 14:00:00,2026-06-09,14,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-09 14:00:00,2026-06-09,14,1
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-06-09 14:00:00,2026-06-09,14,1
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-06-09 15:00:00,2026-06-09,15,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-09 15:00:00,2026-06-09,15,1
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-06-09 15:00:00,2026-06-09,15,1
Laugenbrezel mit Butter,1.0,1.69,0.11,1.8,2026-06-09 16:00:00,2026-06-09,16,1
Haribo Tropifrutti 100g. 30St.,1.0,0.93,0.07,1.0,2026-06-09 16:00:00,2026-06-09,16,1
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-09 16:00:00,2026-06-09,16,1
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-09 16:00:00,2026-06-09,16,1
Teinacher classic,1.0,1.01,0.19,1.2,2026-06-09 16:00:00,2026-06-09,16,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-06-09 16:00:00,2026-06-09,16,1
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-06-09 19:00:00,2026-06-09,19,1
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-09 20:00:00,2026-06-09,20,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-06-09 20:00:00,2026-06-09,20,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-06-09 20:00:00,2026-06-09,20,1
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-06-10 07:00:00,2026-06-10,7,2
Wick Blau ohne Zucker,1.0,2.06,0.14,2.2,2026-06-10 08:00:00,2026-06-10,8,2
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-06-10 08:00:00,2026-06-10,8,2
Lacroix Tomato Cream Soup,1.0,2.33,0.16,2.49,2026-06-10 08:00:00,2026-06-10,8,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-10 08:00:00,2026-06-10,8,2
"Hochwald Eiskaffee 0,25l Dose",2.0,2.62,0.18,2.8,2026-06-10 08:00:00,2026-06-10,8,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-10 08:00:00,2026-06-10,8,2
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-10 09:00:00,2026-06-10,9,2
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-06-10 13:00:00,2026-06-10,13,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-10 13:00:00,2026-06-10,13,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-06-10 13:00:00,2026-06-10,13,2
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-10 14:00:00,2026-06-10,14,2
GIANT Flapjack Pecanut,1.0,1.12,0.08,1.2,2026-06-10 14:00:00,2026-06-10,14,2
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-06-10 14:00:00,2026-06-10,14,2
"Leergut 0,25 EUR",5.0,1.05,0.2,1.25,2026-06-10 14:00:00,2026-06-10,14,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-10 14:00:00,2026-06-10,14,2
DPG Vitamin Well Reload,4.0,6.55,1.25,7.8,2026-06-10 14:00:00,2026-06-10,14,2
"Leergut 0,15 EUR",3.0,0.38,0.07,0.45,2026-06-10 15:00:00,2026-06-10,15,2
"Coca Cola Zero 0,4L Glas Mehrweg",3.0,3.78,0.72,4.5,2026-06-10 15:00:00,2026-06-10,15,2
Protein Bar Vanilla Stracci,1.0,0.93,0.07,1.0,2026-06-10 16:00:00,2026-06-10,16,2
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-10 16:00:00,2026-06-10,16,2
Graci Müsli High Beautiful,1.0,3.65,0.25,3.9,2026-06-10 17:00:00,2026-06-10,17,2
Graci Müsli High Power,1.0,3.65,0.25,3.9,2026-06-10 17:00:00,2026-06-10,17,2
Airwaves Menth & Eucalypt,1.0,0.93,0.07,1.0,2026-06-10 17:00:00,2026-06-10,17,2
GO FRESH Wrap Thunfisch,2.0,7.1,0.5,7.6,2026-06-10 17:00:00,2026-06-10,17,2
GIANT Flapjack Blueberry,1.0,1.12,0.08,1.2,2026-06-10 17:00:00,2026-06-10,17,2
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-06-10 17:00:00,2026-06-10,17,2
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-06-10 17:00:00,2026-06-10,17,2
Teinacher Mango Maracuja,2.0,2.69,0.51,3.2,2026-06-10 17:00:00,2026-06-10,17,2
Protein Bar Caramell Toffee,5.0,4.67,0.33,5.0,2026-06-10 18:00:00,2026-06-10,18,2
Hofeis Mango 130ml,1.0,2.34,0.16,2.5,2026-06-10 21:00:00,2026-06-10,21,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-06-11 07:00:00,2026-06-11,7,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-11 09:00:00,2026-06-11,9,3
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-11 09:00:00,2026-06-11,9,3
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-11 12:00:00,2026-06-11,12,3
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-11 12:00:00,2026-06-11,12,3
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-06-11 12:00:00,2026-06-11,12,3
Red Bull Zero,2.0,2.13,0.41,2.54,2026-06-11 12:00:00,2026-06-11,12,3
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-06-11 12:00:00,2026-06-11,12,3
GO FRESH Wrap Chicken Chi,1.0,3.54,0.26,3.8,2026-06-11 13:00:00,2026-06-11,13,3
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-11 13:00:00,2026-06-11,13,3
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-06-11 13:00:00,2026-06-11,13,3
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-11 13:00:00,2026-06-11,13,3
DPG Vitamin Well Reload,2.0,3.28,0.62,3.9,2026-06-11 13:00:00,2026-06-11,13,3
Oreo Classic,1.0,2.71,0.19,2.9,2026-06-11 14:00:00,2026-06-11,14,3
La Magnum Almond,3.0,7.56,0.54,8.1,2026-06-11 14:00:00,2026-06-11,14,3
La Magnum Classic,1.0,2.53,0.17,2.7,2026-06-11 14:00:00,2026-06-11,14,3
"Snack Nüsse, geröstet & gesalzen",1.0,3.5,0.25,3.75,2026-06-11 14:00:00,2026-06-11,14,3
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-06-11 14:00:00,2026-06-11,14,3
Welde Alkoholfrei,2.0,2.86,0.54,3.4,2026-06-11 14:00:00,2026-06-11,14,3
Croissant Schnecke,1.0,1.68,0.12,1.8,2026-06-11 15:00:00,2026-06-11,15,3
"Leergut 0,08 EUR",4.0,0.27,0.05,0.32,2026-06-11 17:00:00,2026-06-11,17,3
Welde Alkoholfrei,4.0,5.71,1.09,6.8,2026-06-11 17:00:00,2026-06-11,17,3
KitKat,1.0,0.93,0.07,1.0,2026-06-11 18:00:00,2026-06-11,18,3
GO FRESH Wrap Linse Falaf,1.0,3.55,0.25,3.8,2026-06-11 18:00:00,2026-06-11,18,3
Pringles Hot & Spicy,1.0,1.31,0.09,1.4,2026-06-11 18:00:00,2026-06-11,18,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-11 18:00:00,2026-06-11,18,3
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-11 18:00:00,2026-06-11,18,3
Hofeis Knusperkeks 130ml,1.0,2.33,0.17,2.5,2026-06-11 19:00:00,2026-06-11,19,3
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-11 19:00:00,2026-06-11,19,3
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-06-11 19:00:00,2026-06-11,19,3
Beef Jerky Sweet & Hot,1.0,1.63,0.12,1.75,2026-06-11 19:00:00,2026-06-11,19,3
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-11 19:00:00,2026-06-11,19,3
Protein Bar Vanilla Stracci,1.0,0.93,0.07,1.0,2026-06-11 20:00:00,2026-06-11,20,3
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-06-11 20:00:00,2026-06-11,20,3
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-11 20:00:00,2026-06-11,20,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-11 20:00:00,2026-06-11,20,3
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-12 10:00:00,2026-06-12,10,4
Airwaves Menth & Eucalypt,4.0,3.74,0.26,4.0,2026-06-12 11:00:00,2026-06-12,11,4
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-12 13:00:00,2026-06-12,13,4
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-06-12 13:00:00,2026-06-12,13,4
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-06-12 14:00:00,2026-06-12,14,4
Mahi Marinade Peri Peri Mango & Lime,1.0,3.09,0.21,3.3,2026-06-12 14:00:00,2026-06-12,14,4
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-06-12 14:00:00,2026-06-12,14,4
Protein Bar Chocolate,1.0,0.94,0.06,1.0,2026-06-12 19:00:00,2026-06-12,19,4
Protein Bar Vanilla Stracci,2.0,1.86,0.14,2.0,2026-06-12 19:00:00,2026-06-12,19,4
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-12 19:00:00,2026-06-12,19,4
Flash barbecue lighter,1.0,1.12,0.21,1.33,2026-06-13 11:00:00,2026-06-13,11,5
Anzündwolle,1.0,3.31,0.64,3.95,2026-06-13 11:00:00,2026-06-13,11,5
GO FRESH Sandw SweetChili,1.0,3.55,0.25,3.8,2026-06-13 11:00:00,2026-06-13,11,5
Dr. Kargs Tomate Mozzarella  Knäcke,1.0,3.04,0.21,3.25,2026-06-13 11:00:00,2026-06-13,11,5
"Leergut 0,08 EUR",3.0,0.21,0.03,0.24,2026-06-13 11:00:00,2026-06-13,11,5
"Leergut 0,25 EUR",1.0,0.2,0.05,0.25,2026-06-13 11:00:00,2026-06-13,11,5
"Hochwald Eiskaffee 0,25l Dose",1.0,1.31,0.09,1.4,2026-06-13 11:00:00,2026-06-13,11,5
Welde Slow,1.0,1.43,0.27,1.7,2026-06-13 11:00:00,2026-06-13,11,5
Welde Alkoholfrei,2.0,2.86,0.54,3.4,2026-06-13 11:00:00,2026-06-13,11,5
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-13 21:00:00,2026-06-13,21,5
Red Bull White Edition,1.0,0.71,0.14,0.85,2026-06-13 21:00:00,2026-06-13,21,5
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-06-13 21:00:00,2026-06-13,21,5
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-14 02:00:00,2026-06-14,2,6
Red Bull Zero,2.0,2.13,0.41,2.54,2026-06-14 02:00:00,2026-06-14,2,6
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-06-14 10:00:00,2026-06-14,10,6
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-06-14 10:00:00,2026-06-14,10,6
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-06-14 10:00:00,2026-06-14,10,6
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-06-14 11:00:00,2026-06-14,11,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-14 11:00:00,2026-06-14,11,6
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-06-14 11:00:00,2026-06-14,11,6
mB Eier frisch ML,1.0,2.76,0.19,2.95,2026-06-14 13:00:00,2026-06-14,13,6
GO FRESH Sandw Pute Ei,1.0,3.55,0.25,3.8,2026-06-14 13:00:00,2026-06-14,13,6
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-06-14 13:00:00,2026-06-14,13,6
Mein Glück Milch Kakao,1.0,3.97,0.28,4.25,2026-06-14 13:00:00,2026-06-14,13,6
HofEis Stracciatella 130ml,1.0,2.33,0.17,2.5,2026-06-14 17:00:00,2026-06-14,17,6
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-06-14 17:00:00,2026-06-14,17,6
HofEis Erdbeere Sorbet 130ml,1.0,2.34,0.16,2.5,2026-06-14 17:00:00,2026-06-14,17,6
Hofeis Mango 130ml,1.0,2.34,0.16,2.5,2026-06-14 17:00:00,2026-06-14,17,6
"Yayla Ayran Tetra 0,25L",1.0,1.01,0.19,1.2,2026-06-14 17:00:00,2026-06-14,17,6
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-06-14 17:00:00,2026-06-14,17,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-14 17:00:00,2026-06-14,17,6
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-14 17:00:00,2026-06-14,17,6
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-15 13:00:00,2026-06-15,13,0
Protein Bar Caramell Toffee,1.0,0.93,0.07,1.0,2026-06-15 14:00:00,2026-06-15,14,0
Protein Bar Vanilla Stracci,1.0,0.94,0.06,1.0,2026-06-15 14:00:00,2026-06-15,14,0
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-15 14:00:00,2026-06-15,14,0
GO FRESH Sanw Schink Goud,1.0,3.55,0.25,3.8,2026-06-15 16:00:00,2026-06-15,16,0
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-15 16:00:00,2026-06-15,16,0
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-15 17:00:00,2026-06-15,17,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-15 17:00:00,2026-06-15,17,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-15 17:00:00,2026-06-15,17,0
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-06-15 18:00:00,2026-06-15,18,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-15 18:00:00,2026-06-15,18,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-15 18:00:00,2026-06-15,18,0
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-06-15 18:00:00,2026-06-15,18,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-06-15 18:00:00,2026-06-15,18,0
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-06-15 20:00:00,2026-06-15,20,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-16 01:00:00,2026-06-16,1,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-16 01:00:00,2026-06-16,1,1
Protein Bar Caramell Toffee,1.0,0.93,0.07,1.0,2026-06-16 08:00:00,2026-06-16,8,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-06-16 08:00:00,2026-06-16,8,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-16 08:00:00,2026-06-16,8,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-16 08:00:00,2026-06-16,8,1
HOMEMADE BUN VEGAN,1.0,2.33,0.17,2.5,2026-06-16 11:00:00,2026-06-16,11,1
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-06-16 11:00:00,2026-06-16,11,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-06-16 11:00:00,2026-06-16,11,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-06-16 11:00:00,2026-06-16,11,1
Kinder Country,1.0,0.47,0.03,0.5,2026-06-16 15:00:00,2026-06-16,15,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-16 15:00:00,2026-06-16,15,1
Shot Beetroot 60ml,1.0,1.85,0.35,2.2,2026-06-16 15:00:00,2026-06-16,15,1
Mein Glück aus Haselnüssen,1.0,3.97,0.28,4.25,2026-06-16 15:00:00,2026-06-16,15,1
Koro Protein Bar Schoko Brownie,1.0,2.33,0.17,2.5,2026-06-16 15:00:00,2026-06-16,15,1
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-06-16 17:00:00,2026-06-16,17,1
Nussschnecke,1.0,2.33,0.17,2.5,2026-06-16 17:00:00,2026-06-16,17,1
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-06-16 17:00:00,2026-06-16,17,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-16 17:00:00,2026-06-16,17,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-06-16 17:00:00,2026-06-16,17,1
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-06-16 17:00:00,2026-06-16,17,1
Bio cookies & choc fairness 45g,1.0,1.12,0.08,1.2,2026-06-16 17:00:00,2026-06-16,17,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-06-16 17:00:00,2026-06-16,17,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-06-16 17:00:00,2026-06-16,17,1
Beef Jerky Sweet & Hot,1.0,1.63,0.12,1.75,2026-06-16 19:00:00,2026-06-16,19,1
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-16 19:00:00,2026-06-16,19,1
Leibniz Schokokeks VM,1.0,3.69,0.26,3.95,2026-06-16 19:00:00,2026-06-16,19,1
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-06-16 19:00:00,2026-06-16,19,1
Manner Neapolitaner Schnitten 75g,2.0,1.87,0.13,2.0,2026-06-16 21:00:00,2026-06-16,21,1
Chili & Lime Chili & Lima24 Beutel á 4,1.0,1.12,0.08,1.2,2026-06-16 21:00:00,2026-06-16,21,1
GO FRESH Wrap Chicken Chi,1.0,3.55,0.25,3.8,2026-06-16 21:00:00,2026-06-16,21,1
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-06-16 21:00:00,2026-06-16,21,1
"Leergut 0,08 EUR",6.0,0.4,0.08,0.48,2026-06-16 21:00:00,2026-06-16,21,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-16 21:00:00,2026-06-16,21,1
"Hochwald Eiskaffee 0,25l Dose",1.0,1.31,0.09,1.4,2026-06-16 21:00:00,2026-06-16,21,1
Welde Slow,4.0,5.72,1.08,6.8,2026-06-16 21:00:00,2026-06-16,21,1
Welde Naturradler,1.0,1.43,0.27,1.7,2026-06-16 21:00:00,2026-06-16,21,1
Welde Weizen,1.0,1.6,0.3,1.9,2026-06-16 21:00:00,2026-06-16,21,1
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-16 22:00:00,2026-06-16,22,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-17 01:00:00,2026-06-17,1,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-17 01:00:00,2026-06-17,1,2
Knoppers,1.0,0.47,0.03,0.5,2026-06-17 08:00:00,2026-06-17,8,2
Schinken Käse Croissant Snack,1.0,1.68,0.12,1.8,2026-06-17 08:00:00,2026-06-17,8,2
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-17 08:00:00,2026-06-17,8,2
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-17 08:00:00,2026-06-17,8,2
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-17 08:00:00,2026-06-17,8,2
"Hochwald Eiskaffee 0,25l Dose",2.0,2.61,0.19,2.8,2026-06-17 08:00:00,2026-06-17,8,2
The Yeah Blend Pistatcha Latte Powder,1.0,18.22,1.28,19.5,2026-06-17 09:00:00,2026-06-17,9,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-06-17 09:00:00,2026-06-17,9,2
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-17 11:00:00,2026-06-17,11,2
BIO Hafer Drink Moccaccino 12 x 235ml Oa,1.0,1.89,0.36,2.25,2026-06-17 12:00:00,2026-06-17,12,2
"Leergut 0,25 EUR",7.0,1.47,0.28,1.75,2026-06-17 12:00:00,2026-06-17,12,2
Red Bull White Edition,1.0,0.72,0.13,0.85,2026-06-17 12:00:00,2026-06-17,12,2
"Red Bull 0,25",4.0,3.21,0.61,3.82,2026-06-17 12:00:00,2026-06-17,12,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-17 12:00:00,2026-06-17,12,2
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-06-17 12:00:00,2026-06-17,12,2
Kinderriegel,1.0,0.47,0.03,0.5,2026-06-17 13:00:00,2026-06-17,13,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,2.0,4.67,0.33,5.0,2026-06-17 13:00:00,2026-06-17,13,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-17 13:00:00,2026-06-17,13,2
"Leergut 0,25 EUR",6.0,1.26,0.24,1.5,2026-06-17 13:00:00,2026-06-17,13,2
Red Bull Green Edition,1.0,1.07,0.2,1.27,2026-06-17 13:00:00,2026-06-17,13,2
"Red Bull 0,25",2.0,1.78,0.34,2.12,2026-06-17 13:00:00,2026-06-17,13,2
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-17 13:00:00,2026-06-17,13,2
Teinacher still 0.7,1.0,1.01,0.19,1.2,2026-06-17 13:00:00,2026-06-17,13,2
Red Bull Sea Blue Edition,1.0,0.71,0.14,0.85,2026-06-17 13:00:00,2026-06-17,13,2
Red Bull Summer Edition,1.0,1.07,0.2,1.27,2026-06-17 13:00:00,2026-06-17,13,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-17 15:00:00,2026-06-17,15,2
Kinderriegel,1.0,0.47,0.03,0.5,2026-06-17 15:00:00,2026-06-17,15,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-17 15:00:00,2026-06-17,15,2
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-06-17 15:00:00,2026-06-17,15,2
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-06-17 15:00:00,2026-06-17,15,2
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-17 15:00:00,2026-06-17,15,2
KitKat,1.0,0.93,0.07,1.0,2026-06-17 16:00:00,2026-06-17,16,2
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-06-17 16:00:00,2026-06-17,16,2
BiFi Roll,1.0,1.31,0.09,1.4,2026-06-17 16:00:00,2026-06-17,16,2
La Magnum Almond,1.0,2.53,0.17,2.7,2026-06-17 16:00:00,2026-06-17,16,2
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-17 16:00:00,2026-06-17,16,2
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-06-17 16:00:00,2026-06-17,16,2
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-06-17 16:00:00,2026-06-17,16,2
Starbucks Caramel Macchiato,1.0,2.76,0.19,2.95,2026-06-17 16:00:00,2026-06-17,16,2
GIANT Flapjack Hazelnut,1.0,1.12,0.08,1.2,2026-06-17 16:00:00,2026-06-17,16,2
Bio poppy & vanilla fairness 45g,1.0,1.12,0.08,1.2,2026-06-17 16:00:00,2026-06-17,16,2
Airwaves Menth & Eucalypt Box,1.0,2.71,0.19,2.9,2026-06-17 16:00:00,2026-06-17,16,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-17 16:00:00,2026-06-17,16,2
"Hochwald Eiskaffee 0,25l Dose",1.0,1.31,0.09,1.4,2026-06-17 16:00:00,2026-06-17,16,2
Tomatenmark 200g Tube,1.0,3.18,0.22,3.4,2026-06-17 18:00:00,2026-06-17,18,2
Mahi Marinade Peri Peri Mango & Lime,1.0,3.08,0.22,3.3,2026-06-17 18:00:00,2026-06-17,18,2
La Monegaque Sardinen mit Zitrone,1.0,3.51,0.24,3.75,2026-06-17 18:00:00,2026-06-17,18,2
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-06-17 18:00:00,2026-06-17,18,2
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-06-17 18:00:00,2026-06-17,18,2
"Leergut 0,15 EUR",1.0,0.12,0.03,0.15,2026-06-17 18:00:00,2026-06-17,18,2
Welde Slow,1.0,1.43,0.27,1.7,2026-06-17 18:00:00,2026-06-17,18,2
